CODGEO;Population_en_2021;Pop_0_14_ans_en_2021;Pop_15_29_ans_en_2021;Pop_30_44_ans_en_2021;Pop_45_59_ans_en_2021;Pop_60_74_ans_en_2021;Pop_75_89_ans_en_2021;Pop_90_ans_ou_plus_en_2021;Pop_Hommes_en_2021;Pop_Femmes_en_2021;Pop_15_ans_ou_plus_Retraités_en_2021;Population_en_2015;Pop_0_14_ans_en_2015;Pop_15_29_ans_en_2015;Pop_30_44_ans_en_2015;Pop_45_59_ans_en_2015;Pop_60_74_ans_en_2015;Pop_75_89_ans_en_2015;Pop_90_ans_ou_plus_en_2015;Pop_Hommes_en_2015;Pop_Femmes_en_2015;Pop_15_ans_ou_plus_Retraités_en_2015;Population_en_2010;Pop_0_14_ans_en_2010;Pop_15_29_ans_en_2010;Pop_30_44_ans_en_2010;Pop_45_59_ans_en_2010;Pop_60_74_ans_en_2010;Pop_Hommes_en_2010;Pop_Femmes_en_2010;Pop_15_ans_ou_plus_Retraités__en_2010;Chômeurs_15_64_ans_en_2021;Chômeurs_15_64_ans_en_2015;Chômeurs_15_64_ans_en_2010;Salaire_net_horaire_moyen_en_2021
44159;1241.0;250.93852971535;163.307874388793;263.019022324759;279.991501948702;185.047380627144;91.1612258384492;7.53446515680249;625.046854173002;615.953145826998;220.413871003714;1164.0;231.449875724938;181.302402651201;220.841756420878;281.597348798674;162.979287489644;79.0787075393538;6.75062137531069;577.660314830157;586.339685169843;226.628003314002;1194.0;260.322746781116;174.231759656652;268.521888412017;243.924463519313;168.082403433476;590.338197424892;603.661802575107;221.376824034335;38.4009440177053;40.5037282518641;50.2197424892703;
44161;3780.0;759.395339989667;520.161458906997;678.557038567599;691.157362036755;671.608444128228;342.37324082693;116.747115543823;1759.39589663795;2020.60410336205;890.269966861984;3750.99999999999;782.310660140168;558.36611128057;697.099976782995;690.645084507759;548.338313513756;389.151608987407;85.0882447873396;1745.8401852071;2005.15981479289;996.026087153797;3454.0;655.881548252568;579.085786965256;613.494623927611;693.228241815879;477.641718317639;1601.8162829371;1852.1837170629;960.108216145067;162.391404195989;157.187215407348;115.91684299384;13.4841560206797
44162;49537.0;9073.31021771474;10117.9205865728;10055.51947364;8626.95081850012;7231.77235258697;3913.18635820694;518.340192778486;23569.2794396262;25967.7205603738;9761.81372185381;45786.0;8697.46930252034;8658.64182109588;9228.76269702847;8470.17793367402;6873.61884970254;3532.6904605093;324.638935469444;21712.6949403365;24073.3050596635;9790.83808896455;43153.0;8023.12315313875;7933.98782061402;8409.20726217402;8786.83052103042;6456.27094955164;20112.2834344844;23040.7165655156;9731.58693965868;2813.42281836242;3198.10967877622;2250.19391673169;14.9051634163918
44163;4828.0;1164.94221669508;649.285257075189;1085.9321362552;900.952678065089;751.052909712732;255.180162785784;20.6546394109274;2439.94565791706;2388.05434208294;909.419113032326;4583.99999999998;1195.92006143494;616.642397425581;1130.24336283185;797.024062020036;613.345973817009;219.752029547282;11.0721129232794;2321.64477437284;2262.35522562714;891.960688949023;4317.00000000001;1118.26595013582;656.50691166524;1053.02388225167;780.795387671766;518.830319454845;2210.97238046668;2106.02761953334;725.700912573109;156.044768592096;181.658743509105;160.03587853699;14.6424189627688
44164;2353.0;539.911536183813;348.08328466587;517.75098652596;460.889399443296;283.626474127361;158.298685970323;44.4396330833766;1157.6968690457;1195.3031309543;362.760678211517;2235.0;576.96673501355;301.27477462824;524.121830164295;386.806334472708;250.354940484568;172.36567281838;23.1097124182604;1088.82428903408;1146.17571096592;394.888464219389;1967.0;483.827961219096;289.079599470529;464.541730417953;361.095920742135;191.691161093138;985.771006321044;981.228993678953;413.212938578967;80.2941315864378;91.5949940156573;53.7586623576774;14.4454779303539
44165;2378.0;574.569885022296;341.118944722243;568.376486035366;463.373167884872;336.243300918561;87.0498319628045;7.26838345385696;1212.33723993234;1165.66276006766;424.332875546049;2222.0;562.372295640693;321.266570424135;549.737968493314;442.65059757506;234.281340079602;100.332051852401;11.3591759347919;1128.28651172121;1093.71348827879;314.0774633405;2019.00000000001;509.610745058289;358.16016218956;484.027876330463;422.628991383681;158.61378611252;1031.50126710593;987.498732894074;315.180942726812;65.7972607986687;65.5276287289898;58.3289406994427;14.8286805238657
44166;5982.0;1260.79530351722;875.385882680419;1311.42897472712;1244.15971449093;884.038009420982;354.425320668198;51.7667944951317;2865.79470851917;3116.20529148083;1135.37503269994;5566.0;1304.67939470944;830.122488240628;1228.23712461594;1101.41719921163;744.815530785502;312.230375779072;44.4978866577926;2715.30956926079;2850.69043073921;1125.05133688923;5131.0;1091.5626146438;779.428962579453;1202.5020587124;1087.426563265;611.4513454496;2493.13977354099;2637.86022645902;1015.53464946666;287.930499436264;215.63523334588;133.395730665883;15.6049268589665
44168;4139.0;756.80077875307;629.681443962633;754.250031231368;817.726452383075;714.611485258575;423.708391375398;42.2214170358811;2049.49525134679;2089.50474865321;988.959261867435;3933.99999999999;681.931015400139;576.176267305978;753.77398060934;767.842652555896;711.694815373891;411.114516700934;31.466752053816;1904.5262003384;2029.47379966159;1142.02329785007;4046.00000000001;751.578314531348;602.025680066787;824.954620661557;860.069252516377;638.716972588791;1966.6014529183;2079.39854708171;976.517471970929;179.541337818881;200.521271890281;136.106651513573;13.887298717844
44169;7653.0;1474.71248778038;1158.44545589814;1614.98310745108;1616.8473135496;1166.39122012;532.74386570979;88.8765494910166;3761.58857995809;3891.41142004191;1696.34539284471;6860.0;1306.85740201964;1044.57172302796;1323.39862856535;1552.27355493485;1130.38405154297;435.339634642306;67.1750052669114;3425.11195922357;3434.88804077643;1541.16905924493;6819.99999999999;1448.48475289169;1000.61694456962;1467.28270992939;1441.19479495268;979.218529367581;3394.70373775845;3425.29626224153;1338.25827288278;209.044985715492;277.660157423721;236.318611987381;15.6093388222112
44170;955.0;192.453613422114;122.383641478695;155.969930912973;175.433988781591;163.809390277032;103.950084442511;40.9993506850842;447.936168107288;507.063831892712;214.71018404677;968.0;186.0;144.0;165.0;172.0;153.0;110.0;38.0;463.0;505.0;245.0;924.0;177.0;134.0;169.0;183.0;127.0;452.0;472.0;236.0;36.8548174278619;40.0;45.0;
