Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,N°Panneauct1,Sexect1,Nomct1,Prénomct1,Voixct1,% Voix/Insct1,% Voix/Expct1
44,Loire-Atlantique,6,6ème circonscription,44057,Fégréac,0002,769,160,20.81,609,79.19,59,7.67,9.69,15,1.95,2.46,535,69.57,87.85,1,M,MACRON,Emmanuel,288,37.45,53.83,2,F,LE PEN,Marine,247,32.12,46.17
44,Loire-Atlantique,6,6ème circonscription,44058,Fercé,0001,350,84,24.0,266,76.0,28,8.0,10.53,6,1.71,2.26,232,66.29,87.22,1,M,MACRON,Emmanuel,121,34.57,52.16,2,F,LE PEN,Marine,111,31.71,47.84
44,Loire-Atlantique,9,9ème circonscription,44061,Frossay,0001,1342,327,24.37,1015,75.63,66,4.92,6.5,22,1.64,2.17,927,69.08,91.33,1,M,MACRON,Emmanuel,480,35.77,51.78,2,F,LE PEN,Marine,447,33.31,48.22
44,Loire-Atlantique,9,9ème circonscription,44061,Frossay,0002,1092,253,23.17,839,76.83,59,5.4,7.03,27,2.47,3.22,753,68.96,89.75,1,M,MACRON,Emmanuel,432,39.56,57.37,2,F,LE PEN,Marine,321,29.4,42.63
44,Loire-Atlantique,6,6ème circonscription,44062,Le Gâvre,0001,1326,320,24.13,1006,75.87,84,6.33,8.35,35,2.64,3.48,887,66.89,88.17,1,M,MACRON,Emmanuel,568,42.84,64.04,2,F,LE PEN,Marine,319,24.06,35.96
44,Loire-Atlantique,10,10ème circonscription,44063,Gétigné,0001,986,160,16.23,826,83.77,48,4.87,5.81,15,1.52,1.82,763,77.38,92.37,1,M,MACRON,Emmanuel,537,54.46,70.38,2,F,LE PEN,Marine,226,22.92,29.62
44,Loire-Atlantique,10,10ème circonscription,44063,Gétigné,0002,951,180,18.93,771,81.07,50,5.26,6.49,24,2.52,3.11,697,73.29,90.4,1,M,MACRON,Emmanuel,441,46.37,63.27,2,F,LE PEN,Marine,256,26.92,36.73
44,Loire-Atlantique,10,10ème circonscription,44063,Gétigné,0003,959,150,15.64,809,84.36,46,4.8,5.69,31,3.23,3.83,732,76.33,90.48,1,M,MACRON,Emmanuel,513,53.49,70.08,2,F,LE PEN,Marine,219,22.84,29.92
44,Loire-Atlantique,10,10ème circonscription,44064,Gorges,0001,1134,181,15.96,953,84.04,76,6.7,7.97,26,2.29,2.73,851,75.04,89.3,1,M,MACRON,Emmanuel,603,53.17,70.86,2,F,LE PEN,Marine,248,21.87,29.14
44,Loire-Atlantique,10,10ème circonscription,44064,Gorges,0002,1082,211,19.5,871,80.5,60,5.55,6.89,13,1.2,1.49,798,73.75,91.62,1,M,MACRON,Emmanuel,572,52.87,71.68,2,F,LE PEN,Marine,226,20.89,28.32
44,Loire-Atlantique,10,10ème circonscription,44064,Gorges,0003,1363,231,16.95,1132,83.05,85,6.24,7.51,17,1.25,1.5,1030,75.57,90.99,1,M,MACRON,Emmanuel,704,51.65,68.35,2,F,LE PEN,Marine,326,23.92,31.65
44,Loire-Atlantique,6,6ème circonscription,44065,Grand-Auverné,0001,590,120,20.34,470,79.66,26,4.41,5.53,12,2.03,2.55,432,73.22,91.91,1,M,MACRON,Emmanuel,262,44.41,60.65,2,F,LE PEN,Marine,170,28.81,39.35
44,Loire-Atlantique,5,5ème circonscription,44066,Grandchamps-des-Fontaines,0001,1522,297,19.51,1225,80.49,84,5.52,6.86,22,1.45,1.8,1119,73.52,91.35,1,M,MACRON,Emmanuel,808,53.09,72.21,2,F,LE PEN,Marine,311,20.43,27.79
44,Loire-Atlantique,5,5ème circonscription,44066,Grandchamps-des-Fontaines,0002,1069,224,20.95,845,79.05,50,4.68,5.92,23,2.15,2.72,772,72.22,91.36,1,M,MACRON,Emmanuel,538,50.33,69.69,2,F,LE PEN,Marine,234,21.89,30.31
44,Loire-Atlantique,5,5ème circonscription,44066,Grandchamps-des-Fontaines,0003,1133,245,21.62,888,78.38,66,5.83,7.43,28,2.47,3.15,794,70.08,89.41,1,M,MACRON,Emmanuel,509,44.92,64.11,2,F,LE PEN,Marine,285,25.15,35.89
44,Loire-Atlantique,5,5ème circonscription,44066,Grandchamps-des-Fontaines,0004,1185,242,20.42,943,79.58,73,6.16,7.74,13,1.1,1.38,857,72.32,90.88,1,M,MACRON,Emmanuel,611,51.56,71.3,2,F,LE PEN,Marine,246,20.76,28.7
44,Loire-Atlantique,6,6ème circonscription,44067,Guémené-Penfao,0001,932,277,29.72,655,70.28,57,6.12,8.7,26,2.79,3.97,572,61.37,87.33,1,M,MACRON,Emmanuel,326,34.98,56.99,2,F,LE PEN,Marine,246,26.39,43.01
44,Loire-Atlantique,6,6ème circonscription,44067,Guémené-Penfao,0002,1098,248,22.59,850,77.41,54,4.92,6.35,28,2.55,3.29,768,69.95,90.35,1,M,MACRON,Emmanuel,443,40.35,57.68,2,F,LE PEN,Marine,325,29.6,42.32
44,Loire-Atlantique,6,6ème circonscription,44067,Guémené-Penfao,0003,1002,242,24.15,760,75.85,69,6.89,9.08,21,2.1,2.76,670,66.87,88.16,1,M,MACRON,Emmanuel,396,39.52,59.1,2,F,LE PEN,Marine,274,27.35,40.9
44,Loire-Atlantique,6,6ème circonscription,44067,Guémené-Penfao,0004,550,132,24.0,418,76.0,35,6.36,8.37,13,2.36,3.11,370,67.27,88.52,1,M,MACRON,Emmanuel,192,34.91,51.89,2,F,LE PEN,Marine,178,32.36,48.11
44,Loire-Atlantique,6,6ème circonscription,44067,Guémené-Penfao,0005,413,111,26.88,302,73.12,16,3.87,5.3,8,1.94,2.65,278,67.31,92.05,1,M,MACRON,Emmanuel,168,40.68,60.43,2,F,LE PEN,Marine,110,26.63,39.57
44,Loire-Atlantique,7,7ème circonscription,44068,Guenrouet,0001,717,161,22.45,556,77.55,39,5.44,7.01,11,1.53,1.98,506,70.57,91.01,1,M,MACRON,Emmanuel,261,36.4,51.58,2,F,LE PEN,Marine,245,34.17,48.42
44,Loire-Atlantique,7,7ème circonscription,44068,Guenrouet,0002,740,145,19.59,595,80.41,45,6.08,7.56,14,1.89,2.35,536,72.43,90.08,1,M,MACRON,Emmanuel,310,41.89,57.84,2,F,LE PEN,Marine,226,30.54,42.16
44,Loire-Atlantique,7,7ème circonscription,44068,Guenrouet,0003,322,77,23.91,245,76.09,19,5.9,7.76,9,2.8,3.67,217,67.39,88.57,1,M,MACRON,Emmanuel,112,34.78,51.61,2,F,LE PEN,Marine,105,32.61,48.39
44,Loire-Atlantique,7,7ème circonscription,44068,Guenrouet,0004,775,154,19.87,621,80.13,46,5.94,7.41,21,2.71,3.38,554,71.48,89.21,1,M,MACRON,Emmanuel,290,37.42,52.35,2,F,LE PEN,Marine,264,34.06,47.65
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0001,789,162,20.53,627,79.47,27,3.42,4.31,13,1.65,2.07,587,74.4,93.62,1,M,MACRON,Emmanuel,399,50.57,67.97,2,F,LE PEN,Marine,188,23.83,32.03
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0002,862,165,19.14,697,80.86,66,7.66,9.47,16,1.86,2.3,615,71.35,88.24,1,M,MACRON,Emmanuel,421,48.84,68.46,2,F,LE PEN,Marine,194,22.51,31.54
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0003,1051,208,19.79,843,80.21,66,6.28,7.83,15,1.43,1.78,762,72.5,90.39,1,M,MACRON,Emmanuel,494,47.0,64.83,2,F,LE PEN,Marine,268,25.5,35.17
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0004,762,154,20.21,608,79.79,38,4.99,6.25,13,1.71,2.14,557,73.1,91.61,1,M,MACRON,Emmanuel,346,45.41,62.12,2,F,LE PEN,Marine,211,27.69,37.88
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0005,440,110,25.0,330,75.0,27,6.14,8.18,8,1.82,2.42,295,67.05,89.39,1,M,MACRON,Emmanuel,208,47.27,70.51,2,F,LE PEN,Marine,87,19.77,29.49
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0006,823,152,18.47,671,81.53,49,5.95,7.3,21,2.55,3.13,601,73.03,89.57,1,M,MACRON,Emmanuel,425,51.64,70.72,2,F,LE PEN,Marine,176,21.39,29.28
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0007,799,178,22.28,621,77.72,42,5.26,6.76,15,1.88,2.42,564,70.59,90.82,1,M,MACRON,Emmanuel,382,47.81,67.73,2,F,LE PEN,Marine,182,22.78,32.27
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0008,766,177,23.11,589,76.89,34,4.44,5.77,9,1.17,1.53,546,71.28,92.7,1,M,MACRON,Emmanuel,388,50.65,71.06,2,F,LE PEN,Marine,158,20.63,28.94
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0009,713,150,21.04,563,78.96,37,5.19,6.57,17,2.38,3.02,509,71.39,90.41,1,M,MACRON,Emmanuel,340,47.69,66.8,2,F,LE PEN,Marine,169,23.7,33.2
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0010,978,197,20.14,781,79.86,56,5.73,7.17,13,1.33,1.66,712,72.8,91.17,1,M,MACRON,Emmanuel,452,46.22,63.48,2,F,LE PEN,Marine,260,26.58,36.52
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0011,806,181,22.46,625,77.54,49,6.08,7.84,15,1.86,2.4,561,69.6,89.76,1,M,MACRON,Emmanuel,370,45.91,65.95,2,F,LE PEN,Marine,191,23.7,34.05
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0012,910,195,21.43,715,78.57,58,6.37,8.11,15,1.65,2.1,642,70.55,89.79,1,M,MACRON,Emmanuel,393,43.19,61.21,2,F,LE PEN,Marine,249,27.36,38.79
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0013,824,200,24.27,624,75.73,41,4.98,6.57,12,1.46,1.92,571,69.3,91.51,1,M,MACRON,Emmanuel,427,51.82,74.78,2,F,LE PEN,Marine,144,17.48,25.22
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0014,988,204,20.65,784,79.35,50,5.06,6.38,17,1.72,2.17,717,72.57,91.45,1,M,MACRON,Emmanuel,447,45.24,62.34,2,F,LE PEN,Marine,270,27.33,37.66
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0015,775,214,27.61,561,72.39,49,6.32,8.73,14,1.81,2.5,498,64.26,88.77,1,M,MACRON,Emmanuel,335,43.23,67.27,2,F,LE PEN,Marine,163,21.03,32.73
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0016,886,199,22.46,687,77.54,56,6.32,8.15,13,1.47,1.89,618,69.75,89.96,1,M,MACRON,Emmanuel,441,49.77,71.36,2,F,LE PEN,Marine,177,19.98,28.64
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0017,655,140,21.37,515,78.63,33,5.04,6.41,12,1.83,2.33,470,71.76,91.26,1,M,MACRON,Emmanuel,309,47.18,65.74,2,F,LE PEN,Marine,161,24.58,34.26
44,Loire-Atlantique,7,7ème circonscription,44069,Guérande,0018,659,139,21.09,520,78.91,29,4.4,5.58,4,0.61,0.77,487,73.9,93.65,1,M,MACRON,Emmanuel,332,50.38,68.17,2,F,LE PEN,Marine,155,23.52,31.83
44,Loire-Atlantique,10,10ème circonscription,44070,La Haie-Fouassière,0001,1009,178,17.64,831,82.36,69,6.84,8.3,21,2.08,2.53,741,73.44,89.17,1,M,MACRON,Emmanuel,546,54.11,73.68,2,F,LE PEN,Marine,195,19.33,26.32
44,Loire-Atlantique,10,10ème circonscription,44070,La Haie-Fouassière,0002,992,166,16.73,826,83.27,70,7.06,8.47,19,1.92,2.3,737,74.29,89.23,1,M,MACRON,Emmanuel,544,54.84,73.81,2,F,LE PEN,Marine,193,19.46,26.19
44,Loire-Atlantique,10,10ème circonscription,44070,La Haie-Fouassière,0003,851,168,19.74,683,80.26,54,6.35,7.91,10,1.18,1.46,619,72.74,90.63,1,M,MACRON,Emmanuel,443,52.06,71.57,2,F,LE PEN,Marine,176,20.68,28.43
44,Loire-Atlantique,10,10ème circonscription,44070,La Haie-Fouassière,0004,918,176,19.17,742,80.83,42,4.58,5.66,18,1.96,2.43,682,74.29,91.91,1,M,MACRON,Emmanuel,452,49.24,66.28,2,F,LE PEN,Marine,230,25.05,33.72
44,Loire-Atlantique,10,10ème circonscription,44071,Haute-Goulaine,0001,912,184,20.18,728,79.82,45,4.93,6.18,15,1.64,2.06,668,73.25,91.76,1,M,MACRON,Emmanuel,475,52.08,71.11,2,F,LE PEN,Marine,193,21.16,28.89
44,Loire-Atlantique,10,10ème circonscription,44071,Haute-Goulaine,0002,1014,196,19.33,818,80.67,43,4.24,5.26,23,2.27,2.81,752,74.16,91.93,1,M,MACRON,Emmanuel,516,50.89,68.62,2,F,LE PEN,Marine,236,23.27,31.38
44,Loire-Atlantique,10,10ème circonscription,44071,Haute-Goulaine,0003,970,173,17.84,797,82.16,38,3.92,4.77,16,1.65,2.01,743,76.6,93.22,1,M,MACRON,Emmanuel,557,57.42,74.97,2,F,LE PEN,Marine,186,19.18,25.03
44,Loire-Atlantique,10,10ème circonscription,44071,Haute-Goulaine,0004,943,176,18.66,767,81.34,48,5.09,6.26,16,1.7,2.09,703,74.55,91.66,1,M,MACRON,Emmanuel,528,55.99,75.11,2,F,LE PEN,Marine,175,18.56,24.89
44,Loire-Atlantique,10,10ème circonscription,44071,Haute-Goulaine,0005,1106,200,18.08,906,81.92,65,5.88,7.17,16,1.45,1.77,825,74.59,91.06,1,M,MACRON,Emmanuel,590,53.35,71.52,2,F,LE PEN,Marine,235,21.25,28.48
44,Loire-Atlantique,7,7ème circonscription,44072,Herbignac,0001,1213,310,25.56,903,74.44,71,5.85,7.86,23,1.9,2.55,809,66.69,89.59,1,M,MACRON,Emmanuel,473,38.99,58.47,2,F,LE PEN,Marine,336,27.7,41.53
44,Loire-Atlantique,7,7ème circonscription,44072,Herbignac,0002,805,164,20.37,641,79.63,52,6.46,8.11,20,2.48,3.12,569,70.68,88.77,1,M,MACRON,Emmanuel,312,38.76,54.83,2,F,LE PEN,Marine,257,31.93,45.17
44,Loire-Atlantique,7,7ème circonscription,44072,Herbignac,0003,567,111,19.58,456,80.42,40,7.05,8.77,12,2.12,2.63,404,71.25,88.6,1,M,MACRON,Emmanuel,220,38.8,54.46,2,F,LE PEN,Marine,184,32.45,45.54
44,Loire-Atlantique,7,7ème circonscription,44072,Herbignac,0004,793,150,18.92,643,81.08,46,5.8,7.15,16,2.02,2.49,581,73.27,90.36,1,M,MACRON,Emmanuel,355,44.77,61.1,2,F,LE PEN,Marine,226,28.5,38.9
44,Loire-Atlantique,7,7ème circonscription,44072,Herbignac,0005,706,158,22.38,548,77.62,39,5.52,7.12,23,3.26,4.2,486,68.84,88.69,1,M,MACRON,Emmanuel,279,39.52,57.41,2,F,LE PEN,Marine,207,29.32,42.59
44,Loire-Atlantique,7,7ème circonscription,44072,Herbignac,0006,1269,262,20.65,1007,79.35,56,4.41,5.56,20,1.58,1.99,931,73.36,92.45,1,M,MACRON,Emmanuel,561,44.21,60.26,2,F,LE PEN,Marine,370,29.16,39.74
44,Loire-Atlantique,5,5ème circonscription,44073,Héric,0001,1141,269,23.58,872,76.42,54,4.73,6.19,10,0.88,1.15,808,70.82,92.66,1,M,MACRON,Emmanuel,499,43.73,61.76,2,F,LE PEN,Marine,309,27.08,38.24
44,Loire-Atlantique,5,5ème circonscription,44073,Héric,0002,1190,278,23.36,912,76.64,73,6.13,8.0,24,2.02,2.63,815,68.49,89.36,1,M,MACRON,Emmanuel,495,41.6,60.74,2,F,LE PEN,Marine,320,26.89,39.26
44,Loire-Atlantique,5,5ème circonscription,44073,Héric,0003,1265,300,23.72,965,76.28,69,5.45,7.15,24,1.9,2.49,872,68.93,90.36,1,M,MACRON,Emmanuel,557,44.03,63.88,2,F,LE PEN,Marine,315,24.9,36.12
44,Loire-Atlantique,5,5ème circonscription,44073,Héric,0004,1285,312,24.28,973,75.72,71,5.53,7.3,16,1.25,1.64,886,68.95,91.06,1,M,MACRON,Emmanuel,579,45.06,65.35,2,F,LE PEN,Marine,307,23.89,34.65
44,Loire-Atlantique,3,3ème circonscription,44074,Indre,0001,1013,227,22.41,786,77.59,80,7.9,10.18,19,1.88,2.42,687,67.82,87.4,1,M,MACRON,Emmanuel,541,53.41,78.75,2,F,LE PEN,Marine,146,14.41,21.25
44,Loire-Atlantique,3,3ème circonscription,44074,Indre,0002,942,253,26.86,689,73.14,64,6.79,9.29,20,2.12,2.9,605,64.23,87.81,1,M,MACRON,Emmanuel,455,48.3,75.21,2,F,LE PEN,Marine,150,15.92,24.79
44,Loire-Atlantique,3,3ème circonscription,44074,Indre,0003,989,209,21.13,780,78.87,72,7.28,9.23,29,2.93,3.72,679,68.66,87.05,1,M,MACRON,Emmanuel,488,49.34,71.87,2,F,LE PEN,Marine,191,19.31,28.13
44,Loire-Atlantique,6,6ème circonscription,44075,Issé,0001,1426,313,21.95,1113,78.05,49,3.44,4.4,28,1.96,2.52,1036,72.65,93.08,1,M,MACRON,Emmanuel,547,38.36,52.8,2,F,LE PEN,Marine,489,34.29,47.2
44,Loire-Atlantique,6,6ème circonscription,44076,Jans,0001,973,249,25.59,724,74.41,31,3.19,4.28,19,1.95,2.62,674,69.27,93.09,1,M,MACRON,Emmanuel,386,39.67,57.27,2,F,LE PEN,Marine,288,29.6,42.73
44,Loire-Atlantique,6,6ème circonscription,44077,Joué-sur-Erdre,0001,852,182,21.36,670,78.64,4,0.47,0.6,57,6.69,8.51,609,71.48,90.9,1,M,MACRON,Emmanuel,369,43.31,60.59,2,F,LE PEN,Marine,240,28.17,39.41
44,Loire-Atlantique,6,6ème circonscription,44077,Joué-sur-Erdre,0002,986,234,23.73,752,76.27,17,1.72,2.26,75,7.61,9.97,660,66.94,87.77,1,M,MACRON,Emmanuel,407,41.28,61.67,2,F,LE PEN,Marine,253,25.66,38.33
44,Loire-Atlantique,6,6ème circonscription,44078,Juigné-des-Moutiers,0001,265,54,20.38,211,79.62,10,3.77,4.74,2,0.75,0.95,199,75.09,94.31,1,M,MACRON,Emmanuel,88,33.21,44.22,2,F,LE PEN,Marine,111,41.89,55.78
44,Loire-Atlantique,10,10ème circonscription,44079,Le Landreau,0001,1136,254,22.36,882,77.64,73,6.43,8.28,16,1.41,1.81,793,69.81,89.91,1,M,MACRON,Emmanuel,545,47.98,68.73,2,F,LE PEN,Marine,248,21.83,31.27
44,Loire-Atlantique,10,10ème circonscription,44079,Le Landreau,0002,1217,234,19.23,983,80.77,60,4.93,6.1,19,1.56,1.93,904,74.28,91.96,1,M,MACRON,Emmanuel,560,46.01,61.95,2,F,LE PEN,Marine,344,28.27,38.05
44,Loire-Atlantique,8,8ème circonscription,44080,Lavau-sur-Loire,0001,578,120,20.76,458,79.24,40,6.92,8.73,13,2.25,2.84,405,70.07,88.43,1,M,MACRON,Emmanuel,265,45.85,65.43,2,F,LE PEN,Marine,140,24.22,34.57
44,Loire-Atlantique,9,9ème circonscription,44081,Legé,0001,1139,241,21.16,898,78.84,46,4.04,5.12,20,1.76,2.23,832,73.05,92.65,1,M,MACRON,Emmanuel,475,41.7,57.09,2,F,LE PEN,Marine,357,31.34,42.91
44,Loire-Atlantique,9,9ème circonscription,44081,Legé,0002,1088,233,21.42,855,78.58,28,2.57,3.27,22,2.02,2.57,805,73.99,94.15,1,M,MACRON,Emmanuel,462,42.46,57.39,2,F,LE PEN,Marine,343,31.53,42.61
44,Loire-Atlantique,9,9ème circonscription,44081,Legé,0003,1074,223,20.76,851,79.24,41,3.82,4.82,17,1.58,2.0,793,73.84,93.18,1,M,MACRON,Emmanuel,424,39.48,53.47,2,F,LE PEN,Marine,369,34.36,46.53
44,Loire-Atlantique,5,5ème circonscription,44082,Ligné,0001,1323,268,20.26,1055,79.74,83,6.27,7.87,20,1.51,1.9,952,71.96,90.24,1,M,MACRON,Emmanuel,573,43.31,60.19,2,F,LE PEN,Marine,379,28.65,39.81
44,Loire-Atlantique,5,5ème circonscription,44082,Ligné,0002,1174,183,15.59,991,84.41,62,5.28,6.26,21,1.79,2.12,908,77.34,91.62,1,M,MACRON,Emmanuel,564,48.04,62.11,2,F,LE PEN,Marine,344,29.3,37.89
44,Loire-Atlantique,5,5ème circonscription,44082,Ligné,0003,1389,282,20.3,1107,79.7,91,6.55,8.22,22,1.58,1.99,994,71.56,89.79,1,M,MACRON,Emmanuel,624,44.92,62.78,2,F,LE PEN,Marine,370,26.64,37.22
44,Loire-Atlantique,9,9ème circonscription,44083,La Limouzinière,0001,817,222,27.17,595,72.83,40,4.9,6.72,11,1.35,1.85,544,66.59,91.43,1,M,MACRON,Emmanuel,297,36.35,54.6,2,F,LE PEN,Marine,247,30.23,45.4
44,Loire-Atlantique,9,9ème circonscription,44083,La Limouzinière,0002,918,230,25.05,688,74.95,45,4.9,6.54,16,1.74,2.33,627,68.3,91.13,1,M,MACRON,Emmanuel,346,37.69,55.18,2,F,LE PEN,Marine,281,30.61,44.82
44,Loire-Atlantique,10,10ème circonscription,44084,Le Loroux-Bottereau,0001,937,204,21.77,733,78.23,49,5.23,6.68,15,1.6,2.05,669,71.4,91.27,1,M,MACRON,Emmanuel,441,47.07,65.92,2,F,LE PEN,Marine,228,24.33,34.08
44,Loire-Atlantique,10,10ème circonscription,44084,Le Loroux-Bottereau,0002,807,190,23.54,617,76.46,50,6.2,8.1,17,2.11,2.76,550,68.15,89.14,1,M,MACRON,Emmanuel,357,44.24,64.91,2,F,LE PEN,Marine,193,23.92,35.09
44,Loire-Atlantique,10,10ème circonscription,44084,Le Loroux-Bottereau,0003,886,195,22.01,691,77.99,52,5.87,7.53,17,1.92,2.46,622,70.2,90.01,1,M,MACRON,Emmanuel,431,48.65,69.29,2,F,LE PEN,Marine,191,21.56,30.71
44,Loire-Atlantique,10,10ème circonscription,44084,Le Loroux-Bottereau,0004,887,163,18.38,724,81.62,43,4.85,5.94,17,1.92,2.35,664,74.86,91.71,1,M,MACRON,Emmanuel,440,49.61,66.27,2,F,LE PEN,Marine,224,25.25,33.73
44,Loire-Atlantique,10,10ème circonscription,44084,Le Loroux-Bottereau,0005,690,133,19.28,557,80.72,44,6.38,7.9,17,2.46,3.05,496,71.88,89.05,1,M,MACRON,Emmanuel,322,46.67,64.92,2,F,LE PEN,Marine,174,25.22,35.08
44,Loire-Atlantique,10,10ème circonscription,44084,Le Loroux-Bottereau,0006,992,209,21.07,783,78.93,51,5.14,6.51,26,2.62,3.32,706,71.17,90.17,1,M,MACRON,Emmanuel,500,50.4,70.82,2,F,LE PEN,Marine,206,20.77,29.18
44,Loire-Atlantique,10,10ème circonscription,44084,Le Loroux-Bottereau,0007,962,186,19.33,776,80.67,50,5.2,6.44,20,2.08,2.58,706,73.39,90.98,1,M,MACRON,Emmanuel,499,51.87,70.68,2,F,LE PEN,Marine,207,21.52,29.32
44,Loire-Atlantique,6,6ème circonscription,44085,Louisfert,0001,755,138,18.28,617,81.72,37,4.9,6.0,17,2.25,2.76,563,74.57,91.25,1,M,MACRON,Emmanuel,295,39.07,52.4,2,F,LE PEN,Marine,268,35.5,47.6
44,Loire-Atlantique,6,6ème circonscription,44086,Lusanger,0001,760,193,25.39,567,74.61,38,5.0,6.7,18,2.37,3.17,511,67.24,90.12,1,M,MACRON,Emmanuel,300,39.47,58.71,2,F,LE PEN,Marine,211,27.76,41.29
44,Loire-Atlantique,9,9ème circonscription,44087,Machecoul-Saint-Même,0001,972,288,29.63,684,70.37,29,2.98,4.24,11,1.13,1.61,644,66.26,94.15,1,M,MACRON,Emmanuel,393,40.43,61.02,2,F,LE PEN,Marine,251,25.82,38.98
44,Loire-Atlantique,9,9ème circonscription,44087,Machecoul-Saint-Même,0002,718,177,24.65,541,75.35,23,3.2,4.25,11,1.53,2.03,507,70.61,93.72,1,M,MACRON,Emmanuel,322,44.85,63.51,2,F,LE PEN,Marine,185,25.77,36.49
44,Loire-Atlantique,9,9ème circonscription,44087,Machecoul-Saint-Même,0003,853,169,19.81,684,80.19,47,5.51,6.87,25,2.93,3.65,612,71.75,89.47,1,M,MACRON,Emmanuel,382,44.78,62.42,2,F,LE PEN,Marine,230,26.96,37.58
44,Loire-Atlantique,9,9ème circonscription,44087,Machecoul-Saint-Même,0004,774,196,25.32,578,74.68,41,5.3,7.09,12,1.55,2.08,525,67.83,90.83,1,M,MACRON,Emmanuel,306,39.53,58.29,2,F,LE PEN,Marine,219,28.29,41.71
44,Loire-Atlantique,9,9ème circonscription,44087,Machecoul-Saint-Même,0005,794,254,31.99,540,68.01,35,4.41,6.48,14,1.76,2.59,491,61.84,90.93,1,M,MACRON,Emmanuel,294,37.03,59.88,2,F,LE PEN,Marine,197,24.81,40.12
44,Loire-Atlantique,9,9ème circonscription,44087,Machecoul-Saint-Même,0006,938,195,20.79,743,79.21,44,4.69,5.92,21,2.24,2.83,678,72.28,91.25,1,M,MACRON,Emmanuel,405,43.18,59.73,2,F,LE PEN,Marine,273,29.1,40.27
44,Loire-Atlantique,9,9ème circonscription,44087,Machecoul-Saint-Même,0007,989,211,21.33,778,78.67,30,3.03,3.86,12,1.21,1.54,736,74.42,94.6,1,M,MACRON,Emmanuel,442,44.69,60.05,2,F,LE PEN,Marine,294,29.73,39.95
44,Loire-Atlantique,10,10ème circonscription,44088,Maisdon-sur-Sèvre,0001,1155,214,18.53,941,81.47,74,6.41,7.86,15,1.3,1.59,852,73.77,90.54,1,M,MACRON,Emmanuel,565,48.92,66.31,2,F,LE PEN,Marine,287,24.85,33.69
44,Loire-Atlantique,10,10ème circonscription,44088,Maisdon-sur-Sèvre,0002,1062,209,19.68,853,80.32,58,5.46,6.8,40,3.77,4.69,755,71.09,88.51,1,M,MACRON,Emmanuel,541,50.94,71.66,2,F,LE PEN,Marine,214,20.15,28.34
44,Loire-Atlantique,8,8ème circonscription,44089,Malville,0001,1129,206,18.25,923,81.75,69,6.11,7.48,23,2.04,2.49,831,73.6,90.03,1,M,MACRON,Emmanuel,541,47.92,65.1,2,F,LE PEN,Marine,290,25.69,34.9
44,Loire-Atlantique,8,8ème circonscription,44089,Malville,0002,1417,261,18.42,1156,81.58,95,6.7,8.22,31,2.19,2.68,1030,72.69,89.1,1,M,MACRON,Emmanuel,589,41.57,57.18,2,F,LE PEN,Marine,441,31.12,42.82
44,Loire-Atlantique,9,9ème circonscription,44090,La Marne,0001,1126,296,26.29,830,73.71,45,4.0,5.42,22,1.95,2.65,763,67.76,91.93,1,M,MACRON,Emmanuel,402,35.7,52.69,2,F,LE PEN,Marine,361,32.06,47.31
44,Loire-Atlantique,6,6ème circonscription,44091,Marsac-sur-Don,0001,1206,301,24.96,905,75.04,72,5.97,7.96,25,2.07,2.76,808,67.0,89.28,1,M,MACRON,Emmanuel,463,38.39,57.3,2,F,LE PEN,Marine,345,28.61,42.7
44,Loire-Atlantique,6,6ème circonscription,44092,Massérac,0001,556,154,27.7,402,72.3,30,5.4,7.46,8,1.44,1.99,364,65.47,90.55,1,M,MACRON,Emmanuel,194,34.89,53.3,2,F,LE PEN,Marine,170,30.58,46.7
44,Loire-Atlantique,5,5ème circonscription,44094,Mauves-sur-Loire,0001,684,135,19.74,549,80.26,41,5.99,7.47,7,1.02,1.28,501,73.25,91.26,1,M,MACRON,Emmanuel,382,55.85,76.25,2,F,LE PEN,Marine,119,17.4,23.75
