Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,N°Panneauct1,Sexect1,Nomct1,Prénomct1,Voixct1,% Voix/Insct1,% Voix/Expct1
44,Loire-Atlantique,6,6ème circonscription,44001,Abbaretz,0001,1553,442,28.46,1111,71.54,93,5.99,8.37,30,1.93,2.7,988,63.62,88.93,1,M,MACRON,Emmanuel,581,37.41,58.81,2,F,LE PEN,Marine,407,26.21,41.19
44,Loire-Atlantique,10,10ème circonscription,44002,Aigrefeuille-sur-Maine,0001,942,195,20.7,747,79.3,59,6.26,7.9,18,1.91,2.41,670,71.13,89.69,1,M,MACRON,Emmanuel,477,50.64,71.19,2,F,LE PEN,Marine,193,20.49,28.81
44,Loire-Atlantique,10,10ème circonscription,44002,Aigrefeuille-sur-Maine,0002,1046,212,20.27,834,79.73,62,5.93,7.43,15,1.43,1.8,757,72.37,90.77,1,M,MACRON,Emmanuel,509,48.66,67.24,2,F,LE PEN,Marine,248,23.71,32.76
44,Loire-Atlantique,10,10ème circonscription,44002,Aigrefeuille-sur-Maine,0003,1011,200,19.78,811,80.22,52,5.14,6.41,21,2.08,2.59,738,73.0,91.0,1,M,MACRON,Emmanuel,495,48.96,67.07,2,F,LE PEN,Marine,243,24.04,32.93
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0001,957,232,24.24,725,75.76,44,4.6,6.07,19,1.99,2.62,662,69.17,91.31,1,M,MACRON,Emmanuel,469,49.01,70.85,2,F,LE PEN,Marine,193,20.17,29.15
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0002,978,253,25.87,725,74.13,53,5.42,7.31,15,1.53,2.07,657,67.18,90.62,1,M,MACRON,Emmanuel,495,50.61,75.34,2,F,LE PEN,Marine,162,16.56,24.66
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0003,911,255,27.99,656,72.01,50,5.49,7.62,20,2.2,3.05,586,64.32,89.33,1,M,MACRON,Emmanuel,392,43.03,66.89,2,F,LE PEN,Marine,194,21.3,33.11
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0004,943,212,22.48,731,77.52,51,5.41,6.98,23,2.44,3.15,657,69.67,89.88,1,M,MACRON,Emmanuel,472,50.05,71.84,2,F,LE PEN,Marine,185,19.62,28.16
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0005,890,193,21.69,697,78.31,57,6.4,8.18,21,2.36,3.01,619,69.55,88.81,1,M,MACRON,Emmanuel,451,50.67,72.86,2,F,LE PEN,Marine,168,18.88,27.14
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0006,1013,173,17.08,840,82.92,53,5.23,6.31,20,1.97,2.38,767,75.72,91.31,1,M,MACRON,Emmanuel,556,54.89,72.49,2,F,LE PEN,Marine,211,20.83,27.51
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0007,907,195,21.5,712,78.5,55,6.06,7.72,17,1.87,2.39,640,70.56,89.89,1,M,MACRON,Emmanuel,422,46.53,65.94,2,F,LE PEN,Marine,218,24.04,34.06
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0008,916,178,19.43,738,80.57,59,6.44,7.99,15,1.64,2.03,664,72.49,89.97,1,M,MACRON,Emmanuel,467,50.98,70.33,2,F,LE PEN,Marine,197,21.51,29.67
44,Loire-Atlantique,6,6ème circonscription,44003,Ancenis-Saint-Géréon,0009,886,148,16.7,738,83.3,65,7.34,8.81,15,1.69,2.03,658,74.27,89.16,1,M,MACRON,Emmanuel,487,54.97,74.01,2,F,LE PEN,Marine,171,19.3,25.99
44,Loire-Atlantique,9,9ème circonscription,44005,Chaumes-en-Retz,0001,862,185,21.46,677,78.54,45,5.22,6.65,12,1.39,1.77,620,71.93,91.58,1,M,MACRON,Emmanuel,369,42.81,59.52,2,F,LE PEN,Marine,251,29.12,40.48
44,Loire-Atlantique,9,9ème circonscription,44005,Chaumes-en-Retz,0002,532,106,19.92,426,80.08,31,5.83,7.28,7,1.32,1.64,388,72.93,91.08,1,M,MACRON,Emmanuel,192,36.09,49.48,2,F,LE PEN,Marine,196,36.84,50.52
44,Loire-Atlantique,9,9ème circonscription,44005,Chaumes-en-Retz,0003,1162,262,22.55,900,77.45,81,6.97,9.0,24,2.07,2.67,795,68.42,88.33,1,M,MACRON,Emmanuel,426,36.66,53.58,2,F,LE PEN,Marine,369,31.76,46.42
44,Loire-Atlantique,9,9ème circonscription,44005,Chaumes-en-Retz,0004,717,180,25.1,537,74.9,26,3.63,4.84,8,1.12,1.49,503,70.15,93.67,1,M,MACRON,Emmanuel,292,40.73,58.05,2,F,LE PEN,Marine,211,29.43,41.95
44,Loire-Atlantique,9,9ème circonscription,44005,Chaumes-en-Retz,0005,909,218,23.98,691,76.02,48,5.28,6.95,6,0.66,0.87,637,70.08,92.19,1,M,MACRON,Emmanuel,385,42.35,60.44,2,F,LE PEN,Marine,252,27.72,39.56
44,Loire-Atlantique,9,9ème circonscription,44005,Chaumes-en-Retz,0006,1125,213,18.93,912,81.07,54,4.8,5.92,22,1.96,2.41,836,74.31,91.67,1,M,MACRON,Emmanuel,470,41.78,56.22,2,F,LE PEN,Marine,366,32.53,43.78
44,Loire-Atlantique,7,7ème circonscription,44006,Assérac,0001,780,195,25.0,585,75.0,56,7.18,9.57,12,1.54,2.05,517,66.28,88.38,1,M,MACRON,Emmanuel,298,38.21,57.64,2,F,LE PEN,Marine,219,28.08,42.36
44,Loire-Atlantique,7,7ème circonscription,44006,Assérac,0002,842,212,25.18,630,74.82,58,6.89,9.21,10,1.19,1.59,562,66.75,89.21,1,M,MACRON,Emmanuel,353,41.92,62.81,2,F,LE PEN,Marine,209,24.82,37.19
44,Loire-Atlantique,6,6ème circonscription,44007,Avessac,0001,899,207,23.03,692,76.97,50,5.56,7.23,22,2.45,3.18,620,68.97,89.6,1,M,MACRON,Emmanuel,366,40.71,59.03,2,F,LE PEN,Marine,254,28.25,40.97
44,Loire-Atlantique,6,6ème circonscription,44007,Avessac,0002,973,219,22.51,754,77.49,51,5.24,6.76,29,2.98,3.85,674,69.27,89.39,1,M,MACRON,Emmanuel,373,38.34,55.34,2,F,LE PEN,Marine,301,30.94,44.66
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0001,1080,207,19.17,873,80.83,43,3.98,4.93,17,1.57,1.95,813,75.28,93.13,1,M,MACRON,Emmanuel,608,56.3,74.78,2,F,LE PEN,Marine,205,18.98,25.22
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0002,1172,205,17.49,967,82.51,56,4.78,5.79,24,2.05,2.48,887,75.68,91.73,1,M,MACRON,Emmanuel,663,56.57,74.75,2,F,LE PEN,Marine,224,19.11,25.25
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0003,1035,191,18.45,844,81.55,49,4.73,5.81,16,1.55,1.9,779,75.27,92.3,1,M,MACRON,Emmanuel,605,58.45,77.66,2,F,LE PEN,Marine,174,16.81,22.34
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0004,1056,233,22.06,823,77.94,59,5.59,7.17,20,1.89,2.43,744,70.45,90.4,1,M,MACRON,Emmanuel,572,54.17,76.88,2,F,LE PEN,Marine,172,16.29,23.12
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0005,1014,151,14.89,863,85.11,51,5.03,5.91,11,1.08,1.27,801,78.99,92.82,1,M,MACRON,Emmanuel,651,64.2,81.27,2,F,LE PEN,Marine,150,14.79,18.73
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0006,1306,208,15.93,1098,84.07,64,4.9,5.83,16,1.23,1.46,1018,77.95,92.71,1,M,MACRON,Emmanuel,787,60.26,77.31,2,F,LE PEN,Marine,231,17.69,22.69
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0007,1189,213,17.91,976,82.09,60,5.05,6.15,14,1.18,1.43,902,75.86,92.42,1,M,MACRON,Emmanuel,650,54.67,72.06,2,F,LE PEN,Marine,252,21.19,27.94
44,Loire-Atlantique,7,7ème circonscription,44010,Batz-sur-Mer,0001,1030,216,20.97,814,79.03,69,6.7,8.48,21,2.04,2.58,724,70.29,88.94,1,M,MACRON,Emmanuel,464,45.05,64.09,2,F,LE PEN,Marine,260,25.24,35.91
44,Loire-Atlantique,7,7ème circonscription,44010,Batz-sur-Mer,0002,1042,228,21.88,814,78.12,67,6.43,8.23,23,2.21,2.83,724,69.48,88.94,1,M,MACRON,Emmanuel,490,47.02,67.68,2,F,LE PEN,Marine,234,22.46,32.32
44,Loire-Atlantique,7,7ème circonscription,44010,Batz-sur-Mer,0003,948,216,22.78,732,77.22,58,6.12,7.92,15,1.58,2.05,659,69.51,90.03,1,M,MACRON,Emmanuel,432,45.57,65.55,2,F,LE PEN,Marine,227,23.95,34.45
44,Loire-Atlantique,9,9ème circonscription,44012,La Bernerie-en-Retz,0001,1150,237,20.61,913,79.39,64,5.57,7.01,25,2.17,2.74,824,71.65,90.25,1,M,MACRON,Emmanuel,546,47.48,66.26,2,F,LE PEN,Marine,278,24.17,33.74
44,Loire-Atlantique,9,9ème circonscription,44012,La Bernerie-en-Retz,0002,1069,225,21.05,844,78.95,64,5.99,7.58,20,1.87,2.37,760,71.09,90.05,1,M,MACRON,Emmanuel,503,47.05,66.18,2,F,LE PEN,Marine,257,24.04,33.82
44,Loire-Atlantique,9,9ème circonscription,44012,La Bernerie-en-Retz,0003,883,190,21.52,693,78.48,39,4.42,5.63,17,1.93,2.45,637,72.14,91.92,1,M,MACRON,Emmanuel,459,51.98,72.06,2,F,LE PEN,Marine,178,20.16,27.94
44,Loire-Atlantique,7,7ème circonscription,44013,Besné,0001,537,124,23.09,413,76.91,25,4.66,6.05,11,2.05,2.66,377,70.2,91.28,1,M,MACRON,Emmanuel,191,35.57,50.66,2,F,LE PEN,Marine,186,34.64,49.34
44,Loire-Atlantique,7,7ème circonscription,44013,Besné,0002,811,171,21.09,640,78.91,64,7.89,10.0,22,2.71,3.44,554,68.31,86.56,1,M,MACRON,Emmanuel,298,36.74,53.79,2,F,LE PEN,Marine,256,31.57,46.21
44,Loire-Atlantique,7,7ème circonscription,44013,Besné,0003,1012,226,22.33,786,77.67,55,5.43,7.0,18,1.78,2.29,713,70.45,90.71,1,M,MACRON,Emmanuel,382,37.75,53.58,2,F,LE PEN,Marine,331,32.71,46.42
44,Loire-Atlantique,10,10ème circonscription,44014,Le Bignon,0001,1126,230,20.43,896,79.57,59,5.24,6.58,24,2.13,2.68,813,72.2,90.74,1,M,MACRON,Emmanuel,537,47.69,66.05,2,F,LE PEN,Marine,276,24.51,33.95
44,Loire-Atlantique,10,10ème circonscription,44014,Le Bignon,0002,1093,230,21.04,863,78.96,43,3.93,4.98,19,1.74,2.2,801,73.28,92.82,1,M,MACRON,Emmanuel,551,50.41,68.79,2,F,LE PEN,Marine,250,22.87,31.21
44,Loire-Atlantique,10,10ème circonscription,44014,Le Bignon,0003,874,173,19.79,701,80.21,54,6.18,7.7,16,1.83,2.28,631,72.2,90.01,1,M,MACRON,Emmanuel,433,49.54,68.62,2,F,LE PEN,Marine,198,22.65,31.38
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0001,800,207,25.88,593,74.13,77,9.63,12.98,0,0.0,0.0,516,64.5,87.02,1,M,MACRON,Emmanuel,321,40.13,62.21,2,F,LE PEN,Marine,195,24.38,37.79
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0002,785,223,28.41,562,71.59,73,9.3,12.99,0,0.0,0.0,489,62.29,87.01,1,M,MACRON,Emmanuel,327,41.66,66.87,2,F,LE PEN,Marine,162,20.64,33.13
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0003,612,130,21.24,482,78.76,54,8.82,11.2,0,0.0,0.0,428,69.93,88.8,1,M,MACRON,Emmanuel,274,44.77,64.02,2,F,LE PEN,Marine,154,25.16,35.98
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0004,788,225,28.55,563,71.45,65,8.25,11.55,0,0.0,0.0,498,63.2,88.45,1,M,MACRON,Emmanuel,312,39.59,62.65,2,F,LE PEN,Marine,186,23.6,37.35
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0005,710,180,25.35,530,74.65,62,8.73,11.7,0,0.0,0.0,468,65.92,88.3,1,M,MACRON,Emmanuel,310,43.66,66.24,2,F,LE PEN,Marine,158,22.25,33.76
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0006,813,163,20.05,650,79.95,75,9.23,11.54,0,0.0,0.0,575,70.73,88.46,1,M,MACRON,Emmanuel,314,38.62,54.61,2,F,LE PEN,Marine,261,32.1,45.39
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0007,794,216,27.2,578,72.8,62,7.81,10.73,0,0.0,0.0,516,64.99,89.27,1,M,MACRON,Emmanuel,293,36.9,56.78,2,F,LE PEN,Marine,223,28.09,43.22
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0008,907,190,20.95,717,79.05,73,8.05,10.18,0,0.0,0.0,644,71.0,89.82,1,M,MACRON,Emmanuel,389,42.89,60.4,2,F,LE PEN,Marine,255,28.11,39.6
44,Loire-Atlantique,6,6ème circonscription,44015,Blain,0009,947,220,23.23,727,76.77,83,8.76,11.42,0,0.0,0.0,644,68.0,88.58,1,M,MACRON,Emmanuel,370,39.07,57.45,2,F,LE PEN,Marine,274,28.93,42.55
44,Loire-Atlantique,10,10ème circonscription,44016,La Boissière-du-Doré,0001,796,174,21.86,622,78.14,53,6.66,8.52,14,1.76,2.25,555,69.72,89.23,1,M,MACRON,Emmanuel,301,37.81,54.23,2,F,LE PEN,Marine,254,31.91,45.77
44,Loire-Atlantique,4,4ème circonscription,44018,Bouaye,0001,653,127,19.45,526,80.55,35,5.36,6.65,10,1.53,1.9,481,73.66,91.44,1,M,MACRON,Emmanuel,338,51.76,70.27,2,F,LE PEN,Marine,143,21.9,29.73
44,Loire-Atlantique,4,4ème circonscription,44018,Bouaye,0002,997,166,16.65,831,83.35,59,5.92,7.1,17,1.71,2.05,755,75.73,90.85,1,M,MACRON,Emmanuel,530,53.16,70.2,2,F,LE PEN,Marine,225,22.57,29.8
44,Loire-Atlantique,4,4ème circonscription,44018,Bouaye,0003,1028,175,17.02,853,82.98,17,1.65,1.99,73,7.1,8.56,763,74.22,89.45,1,M,MACRON,Emmanuel,571,55.54,74.84,2,F,LE PEN,Marine,192,18.68,25.16
44,Loire-Atlantique,4,4ème circonscription,44018,Bouaye,0004,914,188,20.57,726,79.43,51,5.58,7.02,12,1.31,1.65,663,72.54,91.32,1,M,MACRON,Emmanuel,506,55.36,76.32,2,F,LE PEN,Marine,157,17.18,23.68
44,Loire-Atlantique,4,4ème circonscription,44018,Bouaye,0005,804,170,21.14,634,78.86,40,4.98,6.31,17,2.11,2.68,577,71.77,91.01,1,M,MACRON,Emmanuel,417,51.87,72.27,2,F,LE PEN,Marine,160,19.9,27.73
44,Loire-Atlantique,4,4ème circonscription,44018,Bouaye,0006,941,170,18.07,771,81.93,60,6.38,7.78,9,0.96,1.17,702,74.6,91.05,1,M,MACRON,Emmanuel,479,50.9,68.23,2,F,LE PEN,Marine,223,23.7,31.77
44,Loire-Atlantique,4,4ème circonscription,44018,Bouaye,0007,773,152,19.66,621,80.34,46,5.95,7.41,16,2.07,2.58,559,72.32,90.02,1,M,MACRON,Emmanuel,377,48.77,67.44,2,F,LE PEN,Marine,182,23.54,32.56
44,Loire-Atlantique,8,8ème circonscription,44019,Bouée,0001,811,177,21.82,634,78.18,44,5.43,6.94,16,1.97,2.52,574,70.78,90.54,1,M,MACRON,Emmanuel,320,39.46,55.75,2,F,LE PEN,Marine,254,31.32,44.25
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0001,1180,338,28.64,842,71.36,69,5.85,8.19,16,1.36,1.9,757,64.15,89.9,1,M,MACRON,Emmanuel,515,43.64,68.03,2,F,LE PEN,Marine,242,20.51,31.97
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0002,1286,497,38.65,789,61.35,75,5.83,9.51,22,1.71,2.79,692,53.81,87.71,1,M,MACRON,Emmanuel,477,37.09,68.93,2,F,LE PEN,Marine,215,16.72,31.07
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0003,991,219,22.1,772,77.9,56,5.65,7.25,11,1.11,1.42,705,71.14,91.32,1,M,MACRON,Emmanuel,523,52.77,74.18,2,F,LE PEN,Marine,182,18.37,25.82
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0004,999,239,23.92,760,76.08,61,6.11,8.03,18,1.8,2.37,681,68.17,89.61,1,M,MACRON,Emmanuel,499,49.95,73.27,2,F,LE PEN,Marine,182,18.22,26.73
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0005,854,226,26.46,628,73.54,63,7.38,10.03,21,2.46,3.34,544,63.7,86.62,1,M,MACRON,Emmanuel,379,44.38,69.67,2,F,LE PEN,Marine,165,19.32,30.33
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0006,1043,267,25.6,776,74.4,74,7.09,9.54,27,2.59,3.48,675,64.72,86.98,1,M,MACRON,Emmanuel,438,41.99,64.89,2,F,LE PEN,Marine,237,22.72,35.11
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0007,927,236,25.46,691,74.54,59,6.36,8.54,19,2.05,2.75,613,66.13,88.71,1,M,MACRON,Emmanuel,454,48.98,74.06,2,F,LE PEN,Marine,159,17.15,25.94
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0008,929,271,29.17,658,70.83,63,6.78,9.57,20,2.15,3.04,575,61.89,87.39,1,M,MACRON,Emmanuel,416,44.78,72.35,2,F,LE PEN,Marine,159,17.12,27.65
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0009,928,251,27.05,677,72.95,54,5.82,7.98,11,1.19,1.62,612,65.95,90.4,1,M,MACRON,Emmanuel,439,47.31,71.73,2,F,LE PEN,Marine,173,18.64,28.27
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0010,853,260,30.48,593,69.52,43,5.04,7.25,18,2.11,3.04,532,62.37,89.71,1,M,MACRON,Emmanuel,371,43.49,69.74,2,F,LE PEN,Marine,161,18.87,30.26
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0011,846,182,21.51,664,78.49,66,7.8,9.94,20,2.36,3.01,578,68.32,87.05,1,M,MACRON,Emmanuel,406,47.99,70.24,2,F,LE PEN,Marine,172,20.33,29.76
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0012,980,237,24.18,743,75.82,58,5.92,7.81,16,1.63,2.15,669,68.27,90.04,1,M,MACRON,Emmanuel,483,49.29,72.2,2,F,LE PEN,Marine,186,18.98,27.8
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0013,860,203,23.6,657,76.4,47,5.47,7.15,20,2.33,3.04,590,68.6,89.8,1,M,MACRON,Emmanuel,406,47.21,68.81,2,F,LE PEN,Marine,184,21.4,31.19
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0014,958,257,26.83,701,73.17,45,4.7,6.42,19,1.98,2.71,637,66.49,90.87,1,M,MACRON,Emmanuel,423,44.15,66.41,2,F,LE PEN,Marine,214,22.34,33.59
44,Loire-Atlantique,4,4ème circonscription,44020,Bouguenais,0015,1128,308,27.3,820,72.7,81,7.18,9.88,22,1.95,2.68,717,63.56,87.44,1,M,MACRON,Emmanuel,511,45.3,71.27,2,F,LE PEN,Marine,206,18.26,28.73
44,Loire-Atlantique,9,9ème circonscription,44021,Villeneuve-en-Retz,0001,867,198,22.84,669,77.16,49,5.65,7.32,16,1.85,2.39,604,69.67,90.28,1,M,MACRON,Emmanuel,318,36.68,52.65,2,F,LE PEN,Marine,286,32.99,47.35
44,Loire-Atlantique,9,9ème circonscription,44021,Villeneuve-en-Retz,0002,1040,224,21.54,816,78.46,40,3.85,4.9,17,1.63,2.08,759,72.98,93.01,1,M,MACRON,Emmanuel,405,38.94,53.36,2,F,LE PEN,Marine,354,34.04,46.64
44,Loire-Atlantique,9,9ème circonscription,44021,Villeneuve-en-Retz,0003,946,235,24.84,711,75.16,62,6.55,8.72,17,1.8,2.39,632,66.81,88.89,1,M,MACRON,Emmanuel,373,39.43,59.02,2,F,LE PEN,Marine,259,27.38,40.98
44,Loire-Atlantique,9,9ème circonscription,44021,Villeneuve-en-Retz,0004,1040,217,20.87,823,79.13,56,5.38,6.8,18,1.73,2.19,749,72.02,91.01,1,M,MACRON,Emmanuel,443,42.6,59.15,2,F,LE PEN,Marine,306,29.42,40.85
44,Loire-Atlantique,10,10ème circonscription,44022,Boussay,0001,937,173,18.46,764,81.54,37,3.95,4.84,17,1.81,2.23,710,75.77,92.93,1,M,MACRON,Emmanuel,483,51.55,68.03,2,F,LE PEN,Marine,227,24.23,31.97
44,Loire-Atlantique,10,10ème circonscription,44022,Boussay,0002,1207,243,20.13,964,79.87,59,4.89,6.12,30,2.49,3.11,875,72.49,90.77,1,M,MACRON,Emmanuel,587,48.63,67.09,2,F,LE PEN,Marine,288,23.86,32.91
44,Loire-Atlantique,6,6ème circonscription,44023,Bouvron,0001,788,184,23.35,604,76.65,44,5.58,7.28,19,2.41,3.15,541,68.65,89.57,1,M,MACRON,Emmanuel,354,44.92,65.43,2,F,LE PEN,Marine,187,23.73,34.57
44,Loire-Atlantique,6,6ème circonscription,44023,Bouvron,0002,712,155,21.77,557,78.23,50,7.02,8.98,18,2.53,3.23,489,68.68,87.79,1,M,MACRON,Emmanuel,298,41.85,60.94,2,F,LE PEN,Marine,191,26.83,39.06
44,Loire-Atlantique,6,6ème circonscription,44023,Bouvron,0003,744,176,23.66,568,76.34,40,5.38,7.04,21,2.82,3.7,507,68.15,89.26,1,M,MACRON,Emmanuel,299,40.19,58.97,2,F,LE PEN,Marine,208,27.96,41.03
44,Loire-Atlantique,4,4ème circonscription,44024,Brains,0001,1036,207,19.98,829,80.02,71,6.85,8.56,15,1.45,1.81,743,71.72,89.63,1,M,MACRON,Emmanuel,515,49.71,69.31,2,F,LE PEN,Marine,228,22.01,30.69
44,Loire-Atlantique,4,4ème circonscription,44024,Brains,0002,1207,245,20.3,962,79.7,88,7.29,9.15,23,1.91,2.39,851,70.51,88.46,1,M,MACRON,Emmanuel,548,45.4,64.39,2,F,LE PEN,Marine,303,25.1,35.61
44,Loire-Atlantique,8,8ème circonscription,44025,Campbon,0001,963,189,19.63,774,80.37,63,6.54,8.14,18,1.87,2.33,693,71.96,89.53,1,M,MACRON,Emmanuel,472,49.01,68.11,2,F,LE PEN,Marine,221,22.95,31.89
44,Loire-Atlantique,8,8ème circonscription,44025,Campbon,0002,975,155,15.9,820,84.1,74,7.59,9.02,22,2.26,2.68,724,74.26,88.29,1,M,MACRON,Emmanuel,457,46.87,63.12,2,F,LE PEN,Marine,267,27.38,36.88
44,Loire-Atlantique,8,8ème circonscription,44025,Campbon,0003,991,176,17.76,815,82.24,61,6.16,7.48,21,2.12,2.58,733,73.97,89.94,1,M,MACRON,Emmanuel,467,47.12,63.71,2,F,LE PEN,Marine,266,26.84,36.29
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0001,729,227,31.14,502,68.86,41,5.62,8.17,12,1.65,2.39,449,61.59,89.44,1,M,MACRON,Emmanuel,316,43.35,70.38,2,F,LE PEN,Marine,133,18.24,29.62
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0002,673,143,21.25,530,78.75,27,4.01,5.09,13,1.93,2.45,490,72.81,92.45,1,M,MACRON,Emmanuel,417,61.96,85.1,2,F,LE PEN,Marine,73,10.85,14.9
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0003,806,149,18.49,657,81.51,33,4.09,5.02,9,1.12,1.37,615,76.3,93.61,1,M,MACRON,Emmanuel,483,59.93,78.54,2,F,LE PEN,Marine,132,16.38,21.46
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0004,743,149,20.05,594,79.95,51,6.86,8.59,12,1.62,2.02,531,71.47,89.39,1,M,MACRON,Emmanuel,418,56.26,78.72,2,F,LE PEN,Marine,113,15.21,21.28
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0005,856,200,23.36,656,76.64,41,4.79,6.25,12,1.4,1.83,603,70.44,91.92,1,M,MACRON,Emmanuel,447,52.22,74.13,2,F,LE PEN,Marine,156,18.22,25.87
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0006,776,166,21.39,610,78.61,39,5.03,6.39,14,1.8,2.3,557,71.78,91.31,1,M,MACRON,Emmanuel,436,56.19,78.28,2,F,LE PEN,Marine,121,15.59,21.72
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0007,969,227,23.43,742,76.57,51,5.26,6.87,11,1.14,1.48,680,70.18,91.64,1,M,MACRON,Emmanuel,507,52.32,74.56,2,F,LE PEN,Marine,173,17.85,25.44
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0008,770,170,22.08,600,77.92,32,4.16,5.33,13,1.69,2.17,555,72.08,92.5,1,M,MACRON,Emmanuel,406,52.73,73.15,2,F,LE PEN,Marine,149,19.35,26.85
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0009,938,181,19.3,757,80.7,45,4.8,5.94,17,1.81,2.25,695,74.09,91.81,1,M,MACRON,Emmanuel,532,56.72,76.55,2,F,LE PEN,Marine,163,17.38,23.45
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0010,832,147,17.67,685,82.33,39,4.69,5.69,15,1.8,2.19,631,75.84,92.12,1,M,MACRON,Emmanuel,481,57.81,76.23,2,F,LE PEN,Marine,150,18.03,23.77
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0011,735,153,20.82,582,79.18,14,1.9,2.41,10,1.36,1.72,558,75.92,95.88,1,M,MACRON,Emmanuel,424,57.69,75.99,2,F,LE PEN,Marine,134,18.23,24.01
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0012,785,167,21.27,618,78.73,35,4.46,5.66,7,0.89,1.13,576,73.38,93.2,1,M,MACRON,Emmanuel,434,55.29,75.35,2,F,LE PEN,Marine,142,18.09,24.65
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0013,849,199,23.44,650,76.56,39,4.59,6.0,10,1.18,1.54,601,70.79,92.46,1,M,MACRON,Emmanuel,437,51.47,72.71,2,F,LE PEN,Marine,164,19.32,27.29
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0014,707,119,16.83,588,83.17,33,4.67,5.61,7,0.99,1.19,548,77.51,93.2,1,M,MACRON,Emmanuel,425,60.11,77.55,2,F,LE PEN,Marine,123,17.4,22.45
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0015,682,141,20.67,541,79.33,10,1.47,1.85,44,6.45,8.13,487,71.41,90.02,1,M,MACRON,Emmanuel,371,54.4,76.18,2,F,LE PEN,Marine,116,17.01,23.82
44,Loire-Atlantique,5,5ème circonscription,44026,Carquefou,0016,823,199,24.18,624,75.82,40,4.86,6.41,10,1.22,1.6,574,69.74,91.99,1,M,MACRON,Emmanuel,460,55.89,80.14,2,F,LE PEN,Marine,114,13.85,19.86
