Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneauct1,Sexect1,Nomct1,Prénomct1,Voixct1,% Voix/Insct1,% Voix/Expct1,N°Panneauct2,Sexect2,Nomct2,Prénomct2,Voixct2,% Voix/Insct2,% Voix/Expct2
44,Loire-Atlantique,06,6ème circonscription,44001,Abbaretz,0001,1456,305,"20,95",1151,"79,05",111,"7,62","9,64",28,"1,92","2,43",1012,"69,51","87,92",1,M,MACRON,Emmanuel,683,"46,91","67,49",2,F,LE PEN,Marine,329,"22,60","32,51"
44,Loire-Atlantique,10,10ème circonscription,44002,Aigrefeuille-sur-Maine,0001,1312,220,"16,77",1092,"83,23",104,"7,93","9,52",27,"2,06","2,47",961,"73,25","88,00",1,M,MACRON,Emmanuel,739,"56,33","76,90",2,F,LE PEN,Marine,222,"16,92","23,10"
44,Loire-Atlantique,10,10ème circonscription,44002,Aigrefeuille-sur-Maine,0002,1347,240,"17,82",1107,"82,18",79,"5,86","7,14",31,"2,30","2,80",997,"74,02","90,06",1,M,MACRON,Emmanuel,756,"56,12","75,83",2,F,LE PEN,Marine,241,"17,89","24,17"
44,Loire-Atlantique,06,6ème circonscription,44003,Ancenis,0001,890,226,"25,39",664,"74,61",51,"5,73","7,68",22,"2,47","3,31",591,"66,40","89,01",1,M,MACRON,Emmanuel,454,"51,01","76,82",2,F,LE PEN,Marine,137,"15,39","23,18"
44,Loire-Atlantique,06,6ème circonscription,44003,Ancenis,0002,960,225,"23,44",735,"76,56",66,"6,88","8,98",12,"1,25","1,63",657,"68,44","89,39",1,M,MACRON,Emmanuel,556,"57,92","84,63",2,F,LE PEN,Marine,101,"10,52","15,37"
44,Loire-Atlantique,06,6ème circonscription,44003,Ancenis,0003,875,238,"27,20",637,"72,80",50,"5,71","7,85",20,"2,29","3,14",567,"64,80","89,01",1,M,MACRON,Emmanuel,425,"48,57","74,96",2,F,LE PEN,Marine,142,"16,23","25,04"
44,Loire-Atlantique,06,6ème circonscription,44003,Ancenis,0004,930,186,"20,00",744,"80,00",76,"8,17","10,22",27,"2,90","3,63",641,"68,92","86,16",1,M,MACRON,Emmanuel,503,"54,09","78,47",2,F,LE PEN,Marine,138,"14,84","21,53"
44,Loire-Atlantique,06,6ème circonscription,44003,Ancenis,0005,964,198,"20,54",766,"79,46",79,"8,20","10,31",28,"2,90","3,66",659,"68,36","86,03",1,M,MACRON,Emmanuel,536,"55,60","81,34",2,F,LE PEN,Marine,123,"12,76","18,66"
44,Loire-Atlantique,06,6ème circonscription,44003,Ancenis,0006,886,131,"14,79",755,"85,21",60,"6,77","7,95",19,"2,14","2,52",676,"76,30","89,54",1,M,MACRON,Emmanuel,537,"60,61","79,44",2,F,LE PEN,Marine,139,"15,69","20,56"
44,Loire-Atlantique,09,9ème circonscription,44005,Chaumes-en-Retz,0001,730,145,"19,86",585,"80,14",49,"6,71","8,38",12,"1,64","2,05",524,"71,78","89,57",1,M,MACRON,Emmanuel,347,"47,53","66,22",2,F,LE PEN,Marine,177,"24,25","33,78"
44,Loire-Atlantique,09,9ème circonscription,44005,Chaumes-en-Retz,0002,473,94,"19,87",379,"80,13",34,"7,19","8,97",15,"3,17","3,96",330,"69,77","87,07",1,M,MACRON,Emmanuel,207,"43,76","62,73",2,F,LE PEN,Marine,123,"26,00","37,27"
44,Loire-Atlantique,09,9ème circonscription,44005,Chaumes-en-Retz,0003,1019,215,"21,10",804,"78,90",63,"6,18","7,84",29,"2,85","3,61",712,"69,87","88,56",1,M,MACRON,Emmanuel,461,"45,24","64,75",2,F,LE PEN,Marine,251,"24,63","35,25"
44,Loire-Atlantique,09,9ème circonscription,44005,Chaumes-en-Retz,0004,693,164,"23,67",529,"76,33",52,"7,50","9,83",13,"1,88","2,46",464,"66,96","87,71",1,M,MACRON,Emmanuel,311,"44,88","67,03",2,F,LE PEN,Marine,153,"22,08","32,97"
44,Loire-Atlantique,09,9ème circonscription,44005,Chaumes-en-Retz,0005,785,147,"18,73",638,"81,27",46,"5,86","7,21",13,"1,66","2,04",579,"73,76","90,75",1,M,MACRON,Emmanuel,376,"47,90","64,94",2,F,LE PEN,Marine,203,"25,86","35,06"
44,Loire-Atlantique,09,9ème circonscription,44005,Chaumes-en-Retz,0006,929,151,"16,25",778,"83,75",88,"9,47","11,31",13,"1,40","1,67",677,"72,87","87,02",1,M,MACRON,Emmanuel,440,"47,36","64,99",2,F,LE PEN,Marine,237,"25,51","35,01"
44,Loire-Atlantique,07,7ème circonscription,44006,Assérac,0001,719,148,"20,58",571,"79,42",58,"8,07","10,16",13,"1,81","2,28",500,"69,54","87,57",1,M,MACRON,Emmanuel,320,"44,51","64,00",2,F,LE PEN,Marine,180,"25,03","36,00"
44,Loire-Atlantique,07,7ème circonscription,44006,Assérac,0002,816,173,"21,20",643,"78,80",70,"8,58","10,89",14,"1,72","2,18",559,"68,50","86,94",1,M,MACRON,Emmanuel,394,"48,28","70,48",2,F,LE PEN,Marine,165,"20,22","29,52"
44,Loire-Atlantique,06,6ème circonscription,44007,Avessac,0001,841,154,"18,31",687,"81,69",69,"8,20","10,04",17,"2,02","2,47",601,"71,46","87,48",1,M,MACRON,Emmanuel,388,"46,14","64,56",2,F,LE PEN,Marine,213,"25,33","35,44"
44,Loire-Atlantique,06,6ème circonscription,44007,Avessac,0002,954,163,"17,09",791,"82,91",46,"4,82","5,82",48,"5,03","6,07",697,"73,06","88,12",1,M,MACRON,Emmanuel,453,"47,48","64,99",2,F,LE PEN,Marine,244,"25,58","35,01"
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0001,1013,198,"19,55",815,"80,45",77,"7,60","9,45",16,"1,58","1,96",722,"71,27","88,59",1,M,MACRON,Emmanuel,608,"60,02","84,21",2,F,LE PEN,Marine,114,"11,25","15,79"
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0002,1059,158,"14,92",901,"85,08",26,"2,46","2,89",85,"8,03","9,43",790,"74,60","87,68",1,M,MACRON,Emmanuel,661,"62,42","83,67",2,F,LE PEN,Marine,129,"12,18","16,33"
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0003,994,161,"16,20",833,"83,80",80,"8,05","9,60",20,"2,01","2,40",733,"73,74","88,00",1,M,MACRON,Emmanuel,642,"64,59","87,59",2,F,LE PEN,Marine,91,"9,15","12,41"
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0004,1024,183,"17,87",841,"82,13",82,"8,01","9,75",23,"2,25","2,73",736,"71,88","87,51",1,M,MACRON,Emmanuel,628,"61,33","85,33",2,F,LE PEN,Marine,108,"10,55","14,67"
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0005,1014,149,"14,69",865,"85,31",50,"4,93","5,78",17,"1,68","1,97",798,"78,70","92,25",1,M,MACRON,Emmanuel,700,"69,03","87,72",2,F,LE PEN,Marine,98,"9,66","12,28"
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0006,1046,142,"13,58",904,"86,42",61,"5,83","6,75",22,"2,10","2,43",821,"78,49","90,82",1,M,MACRON,Emmanuel,685,"65,49","83,43",2,F,LE PEN,Marine,136,"13,00","16,57"
44,Loire-Atlantique,10,10ème circonscription,44009,Basse-Goulaine,0007,1114,186,"16,70",928,"83,30",81,"7,27","8,73",14,"1,26","1,51",833,"74,78","89,76",1,M,MACRON,Emmanuel,686,"61,58","82,35",2,F,LE PEN,Marine,147,"13,20","17,65"
44,Loire-Atlantique,07,7ème circonscription,44010,Batz-sur-Mer,0001,972,242,"24,90",730,"75,10",83,"8,54","11,37",27,"2,78","3,70",620,"63,79","84,93",1,M,MACRON,Emmanuel,450,"46,30","72,58",2,F,LE PEN,Marine,170,"17,49","27,42"
44,Loire-Atlantique,07,7ème circonscription,44010,Batz-sur-Mer,0002,881,213,"24,18",668,"75,82",65,"7,38","9,73",20,"2,27","2,99",583,"66,17","87,28",1,M,MACRON,Emmanuel,416,"47,22","71,36",2,F,LE PEN,Marine,167,"18,96","28,64"
44,Loire-Atlantique,07,7ème circonscription,44010,Batz-sur-Mer,0003,943,208,"22,06",735,"77,94",73,"7,74","9,93",26,"2,76","3,54",636,"67,44","86,53",1,M,MACRON,Emmanuel,438,"46,45","68,87",2,F,LE PEN,Marine,198,"21,00","31,13"
44,Loire-Atlantique,09,9ème circonscription,44012,La Bernerie-en-Retz,0001,910,142,"15,60",768,"84,40",67,"7,36","8,72",24,"2,64","3,13",677,"74,40","88,15",1,M,MACRON,Emmanuel,483,"53,08","71,34",2,F,LE PEN,Marine,194,"21,32","28,66"
44,Loire-Atlantique,09,9ème circonscription,44012,La Bernerie-en-Retz,0002,879,147,"16,72",732,"83,28",72,"8,19","9,84",26,"2,96","3,55",634,"72,13","86,61",1,M,MACRON,Emmanuel,443,"50,40","69,87",2,F,LE PEN,Marine,191,"21,73","30,13"
44,Loire-Atlantique,09,9ème circonscription,44012,La Bernerie-en-Retz,0003,823,155,"18,83",668,"81,17",60,"7,29","8,98",22,"2,67","3,29",586,"71,20","87,72",1,M,MACRON,Emmanuel,468,"56,87","79,86",2,F,LE PEN,Marine,118,"14,34","20,14"
44,Loire-Atlantique,07,7ème circonscription,44013,Besné,0001,1197,265,"22,14",932,"77,86",0,"0,00","0,00",932,"77,86","100,00",0,"0,00","0,00",1,M,MACRON,Emmanuel,0,"0,00","0,00",2,F,LE PEN,Marine,0,"0,00","0,00"
44,Loire-Atlantique,07,7ème circonscription,44013,Besné,0002,959,218,"22,73",741,"77,27",94,"9,80","12,69",31,"3,23","4,18",616,"64,23","83,13",1,M,MACRON,Emmanuel,385,"40,15","62,50",2,F,LE PEN,Marine,231,"24,09","37,50"
44,Loire-Atlantique,10,10ème circonscription,44014,Le Bignon,0001,1430,265,"18,53",1165,"81,47",78,"5,45","6,70",35,"2,45","3,00",1052,"73,57","90,30",1,M,MACRON,Emmanuel,803,"56,15","76,33",2,F,LE PEN,Marine,249,"17,41","23,67"
44,Loire-Atlantique,10,10ème circonscription,44014,Le Bignon,0002,1372,272,"19,83",1100,"80,17",97,"7,07","8,82",29,"2,11","2,64",974,"70,99","88,55",1,M,MACRON,Emmanuel,735,"53,57","75,46",2,F,LE PEN,Marine,239,"17,42","24,54"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0001,791,162,"20,48",629,"79,52",73,"9,23","11,61",0,"0,00","0,00",556,"70,29","88,39",1,M,MACRON,Emmanuel,403,"50,95","72,48",2,F,LE PEN,Marine,153,"19,34","27,52"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0002,841,190,"22,59",651,"77,41",97,"11,53","14,90",0,"0,00","0,00",554,"65,87","85,10",1,M,MACRON,Emmanuel,427,"50,77","77,08",2,F,LE PEN,Marine,127,"15,10","22,92"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0003,642,133,"20,72",509,"79,28",68,"10,59","13,36",0,"0,00","0,00",441,"68,69","86,64",1,M,MACRON,Emmanuel,318,"49,53","72,11",2,F,LE PEN,Marine,123,"19,16","27,89"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0004,842,272,"32,30",570,"67,70",81,"9,62","14,21",0,"0,00","0,00",489,"58,08","85,79",1,M,MACRON,Emmanuel,351,"41,69","71,78",2,F,LE PEN,Marine,138,"16,39","28,22"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0005,658,145,"22,04",513,"77,96",60,"9,12","11,70",0,"0,00","0,00",453,"68,84","88,30",1,M,MACRON,Emmanuel,325,"49,39","71,74",2,F,LE PEN,Marine,128,"19,45","28,26"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0006,813,163,"20,05",650,"79,95",101,"12,42","15,54",0,"0,00","0,00",549,"67,53","84,46",1,M,MACRON,Emmanuel,348,"42,80","63,39",2,F,LE PEN,Marine,201,"24,72","36,61"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0007,784,179,"22,83",605,"77,17",94,"11,99","15,54",0,"0,00","0,00",511,"65,18","84,46",1,M,MACRON,Emmanuel,313,"39,92","61,25",2,F,LE PEN,Marine,198,"25,26","38,75"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0008,737,131,"17,77",606,"82,23",89,"12,08","14,69",0,"0,00","0,00",517,"70,15","85,31",1,M,MACRON,Emmanuel,379,"51,42","73,31",2,F,LE PEN,Marine,138,"18,72","26,69"
44,Loire-Atlantique,06,6ème circonscription,44015,Blain,0009,947,235,"24,82",712,"75,18",94,"9,93","13,20",0,"0,00","0,00",618,"65,26","86,80",1,M,MACRON,Emmanuel,426,"44,98","68,93",2,F,LE PEN,Marine,192,"20,27","31,07"
44,Loire-Atlantique,10,10ème circonscription,44016,La Boissière-du-Doré,0001,726,115,"15,84",611,"84,16",69,"9,50","11,29",15,"2,07","2,45",527,"72,59","86,25",1,M,MACRON,Emmanuel,319,"43,94","60,53",2,F,LE PEN,Marine,208,"28,65","39,47"
44,Loire-Atlantique,06,6ème circonscription,44017,Bonnoeuvre,0001,451,95,"21,06",356,"78,94",36,"7,98","10,11",9,"2,00","2,53",311,"68,96","87,36",1,M,MACRON,Emmanuel,193,"42,79","62,06",2,F,LE PEN,Marine,118,"26,16","37,94"
44,Loire-Atlantique,04,4ème circonscription,44018,Bouaye,0001,623,85,"13,64",538,"86,36",45,"7,22","8,36",8,"1,28","1,49",485,"77,85","90,15",1,M,MACRON,Emmanuel,392,"62,92","80,82",2,F,LE PEN,Marine,93,"14,93","19,18"
44,Loire-Atlantique,04,4ème circonscription,44018,Bouaye,0002,925,140,"15,14",785,"84,86",66,"7,14","8,41",26,"2,81","3,31",693,"74,92","88,28",1,M,MACRON,Emmanuel,560,"60,54","80,81",2,F,LE PEN,Marine,133,"14,38","19,19"
44,Loire-Atlantique,04,4ème circonscription,44018,Bouaye,0003,962,161,"16,74",801,"83,26",60,"6,24","7,49",41,"4,26","5,12",700,"72,77","87,39",1,M,MACRON,Emmanuel,590,"61,33","84,29",2,F,LE PEN,Marine,110,"11,43","15,71"
44,Loire-Atlantique,04,4ème circonscription,44018,Bouaye,0004,870,132,"15,17",738,"84,83",65,"7,47","8,81",15,"1,72","2,03",658,"75,63","89,16",1,M,MACRON,Emmanuel,541,"62,18","82,22",2,F,LE PEN,Marine,117,"13,45","17,78"
44,Loire-Atlantique,04,4ème circonscription,44018,Bouaye,0005,747,133,"17,80",614,"82,20",45,"6,02","7,33",14,"1,87","2,28",555,"74,30","90,39",1,M,MACRON,Emmanuel,452,"60,51","81,44",2,F,LE PEN,Marine,103,"13,79","18,56"
44,Loire-Atlantique,04,4ème circonscription,44018,Bouaye,0006,819,129,"15,75",690,"84,25",72,"8,79","10,43",19,"2,32","2,75",599,"73,14","86,81",1,M,MACRON,Emmanuel,478,"58,36","79,80",2,F,LE PEN,Marine,121,"14,77","20,20"
44,Loire-Atlantique,04,4ème circonscription,44018,Bouaye,0007,719,125,"17,39",594,"82,61",52,"7,23","8,75",15,"2,09","2,53",527,"73,30","88,72",1,M,MACRON,Emmanuel,407,"56,61","77,23",2,F,LE PEN,Marine,120,"16,69","22,77"
44,Loire-Atlantique,08,8ème circonscription,44019,Bouée,0001,732,170,"23,22",562,"76,78",49,"6,69","8,72",20,"2,73","3,56",493,"67,35","87,72",1,M,MACRON,Emmanuel,331,"45,22","67,14",2,F,LE PEN,Marine,162,"22,13","32,86"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0001,1075,240,"22,33",835,"77,67",75,"6,98","8,98",34,"3,16","4,07",726,"67,53","86,95",1,M,MACRON,Emmanuel,559,"52,00","77,00",2,F,LE PEN,Marine,167,"15,53","23,00"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0002,1110,330,"29,73",780,"70,27",62,"5,59","7,95",33,"2,97","4,23",685,"61,71","87,82",1,M,MACRON,Emmanuel,538,"48,47","78,54",2,F,LE PEN,Marine,147,"13,24","21,46"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0003,981,208,"21,20",773,"78,80",71,"7,24","9,18",18,"1,83","2,33",684,"69,72","88,49",1,M,MACRON,Emmanuel,556,"56,68","81,29",2,F,LE PEN,Marine,128,"13,05","18,71"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0004,994,207,"20,82",787,"79,18",96,"9,66","12,20",9,"0,91","1,14",682,"68,61","86,66",1,M,MACRON,Emmanuel,538,"54,12","78,89",2,F,LE PEN,Marine,144,"14,49","21,11"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0005,841,172,"20,45",669,"79,55",61,"7,25","9,12",24,"2,85","3,59",584,"69,44","87,29",1,M,MACRON,Emmanuel,465,"55,29","79,62",2,F,LE PEN,Marine,119,"14,15","20,38"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0006,926,185,"19,98",741,"80,02",56,"6,05","7,56",27,"2,92","3,64",658,"71,06","88,80",1,M,MACRON,Emmanuel,482,"52,05","73,25",2,F,LE PEN,Marine,176,"19,01","26,75"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0007,886,189,"21,33",697,"78,67",56,"6,32","8,03",19,"2,14","2,73",622,"70,20","89,24",1,M,MACRON,Emmanuel,509,"57,45","81,83",2,F,LE PEN,Marine,113,"12,75","18,17"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0008,885,211,"23,84",674,"76,16",73,"8,25","10,83",20,"2,26","2,97",581,"65,65","86,20",1,M,MACRON,Emmanuel,460,"51,98","79,17",2,F,LE PEN,Marine,121,"13,67","20,83"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0009,897,174,"19,40",723,"80,60",65,"7,25","8,99",13,"1,45","1,80",645,"71,91","89,21",1,M,MACRON,Emmanuel,512,"57,08","79,38",2,F,LE PEN,Marine,133,"14,83","20,62"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0010,826,199,"24,09",627,"75,91",65,"7,87","10,37",26,"3,15","4,15",536,"64,89","85,49",1,M,MACRON,Emmanuel,435,"52,66","81,16",2,F,LE PEN,Marine,101,"12,23","18,84"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0011,844,169,"20,02",675,"79,98",57,"6,75","8,44",14,"1,66","2,07",604,"71,56","89,48",1,M,MACRON,Emmanuel,460,"54,50","76,16",2,F,LE PEN,Marine,144,"17,06","23,84"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0012,911,184,"20,20",727,"79,80",57,"6,26","7,84",20,"2,20","2,75",650,"71,35","89,41",1,M,MACRON,Emmanuel,513,"56,31","78,92",2,F,LE PEN,Marine,137,"15,04","21,08"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0013,842,183,"21,73",659,"78,27",57,"6,77","8,65",27,"3,21","4,10",575,"68,29","87,25",1,M,MACRON,Emmanuel,450,"53,44","78,26",2,F,LE PEN,Marine,125,"14,85","21,74"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0014,895,207,"23,13",688,"76,87",54,"6,03","7,85",22,"2,46","3,20",612,"68,38","88,95",1,M,MACRON,Emmanuel,454,"50,73","74,18",2,F,LE PEN,Marine,158,"17,65","25,82"
44,Loire-Atlantique,04,4ème circonscription,44020,Bouguenais,0015,1090,242,"22,20",848,"77,80",89,"8,17","10,50",15,"1,38","1,77",744,"68,26","87,74",1,M,MACRON,Emmanuel,587,"53,85","78,90",2,F,LE PEN,Marine,157,"14,40","21,10"
44,Loire-Atlantique,09,9ème circonscription,44021,Villeneuve-en-Retz,0001,775,164,"21,16",611,"78,84",65,"8,39","10,64",18,"2,32","2,95",528,"68,13","86,42",1,M,MACRON,Emmanuel,304,"39,23","57,58",2,F,LE PEN,Marine,224,"28,90","42,42"
44,Loire-Atlantique,09,9ème circonscription,44021,Villeneuve-en-Retz,0002,931,206,"22,13",725,"77,87",52,"5,59","7,17",18,"1,93","2,48",655,"70,35","90,34",1,M,MACRON,Emmanuel,359,"38,56","54,81",2,F,LE PEN,Marine,296,"31,79","45,19"
44,Loire-Atlantique,09,9ème circonscription,44021,Villeneuve-en-Retz,0003,883,219,"24,80",664,"75,20",84,"9,51","12,65",15,"1,70","2,26",565,"63,99","85,09",1,M,MACRON,Emmanuel,362,"41,00","64,07",2,F,LE PEN,Marine,203,"22,99","35,93"
44,Loire-Atlantique,09,9ème circonscription,44021,Villeneuve-en-Retz,0004,988,200,"20,24",788,"79,76",59,"5,97","7,49",25,"2,53","3,17",704,"71,26","89,34",1,M,MACRON,Emmanuel,451,"45,65","64,06",2,F,LE PEN,Marine,253,"25,61","35,94"
44,Loire-Atlantique,10,10ème circonscription,44022,Boussay,0001,870,161,"18,51",709,"81,49",54,"6,21","7,62",18,"2,07","2,54",637,"73,22","89,84",1,M,MACRON,Emmanuel,470,"54,02","73,78",2,F,LE PEN,Marine,167,"19,20","26,22"
44,Loire-Atlantique,10,10ème circonscription,44022,Boussay,0002,1116,185,"16,58",931,"83,42",75,"6,72","8,06",49,"4,39","5,26",807,"72,31","86,68",1,M,MACRON,Emmanuel,564,"50,54","69,89",2,F,LE PEN,Marine,243,"21,77","30,11"
44,Loire-Atlantique,06,6ème circonscription,44023,Bouvron,0001,751,123,"16,38",628,"83,62",44,"5,86","7,01",19,"2,53","3,03",565,"75,23","89,97",1,M,MACRON,Emmanuel,400,"53,26","70,80",2,F,LE PEN,Marine,165,"21,97","29,20"
44,Loire-Atlantique,06,6ème circonscription,44023,Bouvron,0002,639,116,"18,15",523,"81,85",52,"8,14","9,94",17,"2,66","3,25",454,"71,05","86,81",1,M,MACRON,Emmanuel,316,"49,45","69,60",2,F,LE PEN,Marine,138,"21,60","30,40"
44,Loire-Atlantique,06,6ème circonscription,44023,Bouvron,0003,655,135,"20,61",520,"79,39",57,"8,70","10,96",12,"1,83","2,31",451,"68,85","86,73",1,M,MACRON,Emmanuel,317,"48,40","70,29",2,F,LE PEN,Marine,134,"20,46","29,71"
44,Loire-Atlantique,04,4ème circonscription,44024,Brains,0001,1022,168,"16,44",854,"83,56",76,"7,44","8,90",24,"2,35","2,81",754,"73,78","88,29",1,M,MACRON,Emmanuel,588,"57,53","77,98",2,F,LE PEN,Marine,166,"16,24","22,02"
44,Loire-Atlantique,04,4ème circonscription,44024,Brains,0002,1105,203,"18,37",902,"81,63",94,"8,51","10,42",26,"2,35","2,88",782,"70,77","86,70",1,M,MACRON,Emmanuel,578,"52,31","73,91",2,F,LE PEN,Marine,204,"18,46","26,09"
44,Loire-Atlantique,08,8ème circonscription,44025,Campbon,0001,882,142,"16,10",740,"83,90",71,"8,05","9,59",18,"2,04","2,43",651,"73,81","87,97",1,M,MACRON,Emmanuel,485,"54,99","74,50",2,F,LE PEN,Marine,166,"18,82","25,50"
44,Loire-Atlantique,08,8ème circonscription,44025,Campbon,0002,942,144,"15,29",798,"84,71",104,"11,04","13,03",22,"2,34","2,76",672,"71,34","84,21",1,M,MACRON,Emmanuel,495,"52,55","73,66",2,F,LE PEN,Marine,177,"18,79","26,34"
44,Loire-Atlantique,08,8ème circonscription,44025,Campbon,0003,965,159,"16,48",806,"83,52",70,"7,25","8,68",36,"3,73","4,47",700,"72,54","86,85",1,M,MACRON,Emmanuel,523,"54,20","74,71",2,F,LE PEN,Marine,177,"18,34","25,29"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0001,723,191,"26,42",532,"73,58",43,"5,95","8,08",21,"2,90","3,95",468,"64,73","87,97",1,M,MACRON,Emmanuel,357,"49,38","76,28",2,F,LE PEN,Marine,111,"15,35","23,72"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0002,734,139,"18,94",595,"81,06",40,"5,45","6,72",10,"1,36","1,68",545,"74,25","91,60",1,M,MACRON,Emmanuel,484,"65,94","88,81",2,F,LE PEN,Marine,61,"8,31","11,19"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0003,749,133,"17,76",616,"82,24",35,"4,67","5,68",17,"2,27","2,76",564,"75,30","91,56",1,M,MACRON,Emmanuel,495,"66,09","87,77",2,F,LE PEN,Marine,69,"9,21","12,23"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0004,724,170,"23,48",554,"76,52",49,"6,77","8,84",14,"1,93","2,53",491,"67,82","88,63",1,M,MACRON,Emmanuel,418,"57,73","85,13",2,F,LE PEN,Marine,73,"10,08","14,87"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0005,790,177,"22,41",613,"77,59",53,"6,71","8,65",20,"2,53","3,26",540,"68,35","88,09",1,M,MACRON,Emmanuel,447,"56,58","82,78",2,F,LE PEN,Marine,93,"11,77","17,22"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0006,765,197,"25,75",568,"74,25",43,"5,62","7,57",13,"1,70","2,29",512,"66,93","90,14",1,M,MACRON,Emmanuel,435,"56,86","84,96",2,F,LE PEN,Marine,77,"10,07","15,04"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0007,818,178,"21,76",640,"78,24",1,"0,12","0,16",52,"6,36","8,13",587,"71,76","91,72",1,M,MACRON,Emmanuel,503,"61,49","85,69",2,F,LE PEN,Marine,84,"10,27","14,31"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0008,730,180,"24,66",550,"75,34",46,"6,30","8,36",20,"2,74","3,64",484,"66,30","88,00",1,M,MACRON,Emmanuel,388,"53,15","80,17",2,F,LE PEN,Marine,96,"13,15","19,83"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0009,821,136,"16,57",685,"83,43",59,"7,19","8,61",12,"1,46","1,75",614,"74,79","89,64",1,M,MACRON,Emmanuel,510,"62,12","83,06",2,F,LE PEN,Marine,104,"12,67","16,94"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0010,727,150,"20,63",577,"79,37",42,"5,78","7,28",14,"1,93","2,43",521,"71,66","90,29",1,M,MACRON,Emmanuel,424,"58,32","81,38",2,F,LE PEN,Marine,97,"13,34","18,62"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0011,728,157,"21,57",571,"78,43",50,"6,87","8,76",9,"1,24","1,58",512,"70,33","89,67",1,M,MACRON,Emmanuel,432,"59,34","84,38",2,F,LE PEN,Marine,80,"10,99","15,63"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0012,754,143,"18,97",611,"81,03",46,"6,10","7,53",8,"1,06","1,31",557,"73,87","91,16",1,M,MACRON,Emmanuel,495,"65,65","88,87",2,F,LE PEN,Marine,62,"8,22","11,13"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0013,779,167,"21,44",612,"78,56",49,"6,29","8,01",11,"1,41","1,80",552,"70,86","90,20",1,M,MACRON,Emmanuel,441,"56,61","79,89",2,F,LE PEN,Marine,111,"14,25","20,11"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0014,717,128,"17,85",589,"82,15",37,"5,16","6,28",14,"1,95","2,38",538,"75,03","91,34",1,M,MACRON,Emmanuel,454,"63,32","84,39",2,F,LE PEN,Marine,84,"11,72","15,61"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0015,683,118,"17,28",565,"82,72",51,"7,47","9,03",14,"2,05","2,48",500,"73,21","88,50",1,M,MACRON,Emmanuel,408,"59,74","81,60",2,F,LE PEN,Marine,92,"13,47","18,40"
