Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneauct1,Sexect1,Nomct1,Prénomct1,Voixct1,% Voix/Insct1,% Voix/Expct1,N°Panneauct2,Sexect2,Nomct2,Prénomct2,Voixct2,% Voix/Insct2,% Voix/Expct2
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0010,908,154,"16,96",754,"83,04",85,"9,36","11,27",0,"0,00","0,00",669,"73,68","88,73",1,M,MACRON,Emmanuel,593,"65,31","88,64",2,F,LE PEN,Marine,76,"8,37","11,36"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0011,664,124,"18,67",540,"81,33",55,"8,28","10,19",0,"0,00","0,00",485,"73,04","89,81",1,M,MACRON,Emmanuel,396,"59,64","81,65",2,F,LE PEN,Marine,89,"13,40","18,35"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0012,1042,204,"19,58",838,"80,42",87,"8,35","10,38",0,"0,00","0,00",751,"72,07","89,62",1,M,MACRON,Emmanuel,645,"61,90","85,89",2,F,LE PEN,Marine,106,"10,17","14,11"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0013,682,173,"25,37",509,"74,63",49,"7,18","9,63",0,"0,00","0,00",460,"67,45","90,37",1,M,MACRON,Emmanuel,381,"55,87","82,83",2,F,LE PEN,Marine,79,"11,58","17,17"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0014,827,293,"35,43",534,"64,57",69,"8,34","12,92",0,"0,00","0,00",465,"56,23","87,08",1,M,MACRON,Emmanuel,375,"45,34","80,65",2,F,LE PEN,Marine,90,"10,88","19,35"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0015,853,293,"34,35",560,"65,65",62,"7,27","11,07",0,"0,00","0,00",498,"58,38","88,93",1,M,MACRON,Emmanuel,392,"45,96","78,71",2,F,LE PEN,Marine,106,"12,43","21,29"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0016,815,265,"32,52",550,"67,48",71,"8,71","12,91",0,"0,00","0,00",479,"58,77","87,09",1,M,MACRON,Emmanuel,383,"46,99","79,96",2,F,LE PEN,Marine,96,"11,78","20,04"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0017,798,160,"20,05",638,"79,95",92,"11,53","14,42",0,"0,00","0,00",546,"68,42","85,58",1,M,MACRON,Emmanuel,494,"61,90","90,48",2,F,LE PEN,Marine,52,"6,52","9,52"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0018,956,234,"24,48",722,"75,52",77,"8,05","10,66",0,"0,00","0,00",645,"67,47","89,34",1,M,MACRON,Emmanuel,530,"55,44","82,17",2,F,LE PEN,Marine,115,"12,03","17,83"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0019,1004,182,"18,13",822,"81,87",101,"10,06","12,29",0,"0,00","0,00",721,"71,81","87,71",1,M,MACRON,Emmanuel,627,"62,45","86,96",2,F,LE PEN,Marine,94,"9,36","13,04"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0020,964,200,"20,75",764,"79,25",79,"8,20","10,34",0,"0,00","0,00",685,"71,06","89,66",1,M,MACRON,Emmanuel,588,"61,00","85,84",2,F,LE PEN,Marine,97,"10,06","14,16"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0021,857,146,"17,04",711,"82,96",79,"9,22","11,11",0,"0,00","0,00",632,"73,75","88,89",1,M,MACRON,Emmanuel,550,"64,18","87,03",2,F,LE PEN,Marine,82,"9,57","12,97"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0022,1032,255,"24,71",777,"75,29",81,"7,85","10,42",0,"0,00","0,00",696,"67,44","89,58",1,M,MACRON,Emmanuel,574,"55,62","82,47",2,F,LE PEN,Marine,122,"11,82","17,53"
44,Loire-Atlantique,01,1ère circonscription,44114,Orvault,0023,1044,180,"17,24",864,"82,76",67,"6,42","7,75",0,"0,00","0,00",797,"76,34","92,25",1,M,MACRON,Emmanuel,688,"65,90","86,32",2,F,LE PEN,Marine,109,"10,44","13,68"
44,Loire-Atlantique,06,6ème circonscription,44115,Oudon,0001,953,199,"20,88",754,"79,12",63,"6,61","8,36",20,"2,10","2,65",671,"70,41","88,99",1,M,MACRON,Emmanuel,523,"54,88","77,94",2,F,LE PEN,Marine,148,"15,53","22,06"
44,Loire-Atlantique,06,6ème circonscription,44115,Oudon,0002,951,222,"23,34",729,"76,66",57,"5,99","7,82",21,"2,21","2,88",651,"68,45","89,30",1,M,MACRON,Emmanuel,519,"54,57","79,72",2,F,LE PEN,Marine,132,"13,88","20,28"
44,Loire-Atlantique,06,6ème circonscription,44115,Oudon,0003,935,152,"16,26",783,"83,74",69,"7,38","8,81",23,"2,46","2,94",691,"73,90","88,25",1,M,MACRON,Emmanuel,529,"56,58","76,56",2,F,LE PEN,Marine,162,"17,33","23,44"
44,Loire-Atlantique,09,9ème circonscription,44116,Paimboeuf,0001,999,260,"26,03",739,"73,97",67,"6,71","9,07",22,"2,20","2,98",650,"65,07","87,96",1,M,MACRON,Emmanuel,455,"45,55","70,00",2,F,LE PEN,Marine,195,"19,52","30,00"
44,Loire-Atlantique,09,9ème circonscription,44116,Paimboeuf,0002,1012,237,"23,42",775,"76,58",96,"9,49","12,39",26,"2,57","3,35",653,"64,53","84,26",1,M,MACRON,Emmanuel,433,"42,79","66,31",2,F,LE PEN,Marine,220,"21,74","33,69"
44,Loire-Atlantique,10,10ème circonscription,44117,Le Pallet,0001,797,109,"13,68",688,"86,32",87,"10,92","12,65",26,"3,26","3,78",575,"72,15","83,58",1,M,MACRON,Emmanuel,425,"53,32","73,91",2,F,LE PEN,Marine,150,"18,82","26,09"
44,Loire-Atlantique,10,10ème circonscription,44117,Le Pallet,0002,802,129,"16,08",673,"83,92",53,"6,61","7,88",26,"3,24","3,86",594,"74,06","88,26",1,M,MACRON,Emmanuel,456,"56,86","76,77",2,F,LE PEN,Marine,138,"17,21","23,23"
44,Loire-Atlantique,10,10ème circonscription,44117,Le Pallet,0003,654,122,"18,65",532,"81,35",54,"8,26","10,15",14,"2,14","2,63",464,"70,95","87,22",1,M,MACRON,Emmanuel,371,"56,73","79,96",2,F,LE PEN,Marine,93,"14,22","20,04"
44,Loire-Atlantique,06,6ème circonscription,44118,Pannecé,0001,916,159,"17,36",757,"82,64",66,"7,21","8,72",21,"2,29","2,77",670,"73,14","88,51",1,M,MACRON,Emmanuel,421,"45,96","62,84",2,F,LE PEN,Marine,249,"27,18","37,16"
44,Loire-Atlantique,09,9ème circonscription,44119,Paulx,0001,651,108,"16,59",543,"83,41",44,"6,76","8,10",20,"3,07","3,68",479,"73,58","88,21",1,M,MACRON,Emmanuel,316,"48,54","65,97",2,F,LE PEN,Marine,163,"25,04","34,03"
44,Loire-Atlantique,09,9ème circonscription,44119,Paulx,0002,663,112,"16,89",551,"83,11",51,"7,69","9,26",21,"3,17","3,81",479,"72,25","86,93",1,M,MACRON,Emmanuel,289,"43,59","60,33",2,F,LE PEN,Marine,190,"28,66","39,67"
44,Loire-Atlantique,09,9ème circonscription,44120,Le Pellerin,0001,1380,342,"24,78",1038,"75,22",116,"8,41","11,18",33,"2,39","3,18",889,"64,42","85,65",1,M,MACRON,Emmanuel,660,"47,83","74,24",2,F,LE PEN,Marine,229,"16,59","25,76"
44,Loire-Atlantique,09,9ème circonscription,44120,Le Pellerin,0002,992,211,"21,27",781,"78,73",81,"8,17","10,37",24,"2,42","3,07",676,"68,15","86,56",1,M,MACRON,Emmanuel,465,"46,88","68,79",2,F,LE PEN,Marine,211,"21,27","31,21"
44,Loire-Atlantique,09,9ème circonscription,44120,Le Pellerin,0003,1267,283,"22,34",984,"77,66",104,"8,21","10,57",39,"3,08","3,96",841,"66,38","85,47",1,M,MACRON,Emmanuel,608,"47,99","72,29",2,F,LE PEN,Marine,233,"18,39","27,71"
44,Loire-Atlantique,06,6ème circonscription,44121,Petit-Auverné,0001,314,67,"21,34",247,"78,66",12,"3,82","4,86",5,"1,59","2,02",230,"73,25","93,12",1,M,MACRON,Emmanuel,146,"46,50","63,48",2,F,LE PEN,Marine,84,"26,75","36,52"
44,Loire-Atlantique,05,5ème circonscription,44122,Petit-Mars,0001,1384,267,"19,29",1117,"80,71",119,"8,60","10,65",39,"2,82","3,49",959,"69,29","85,85",1,M,MACRON,Emmanuel,696,"50,29","72,58",2,F,LE PEN,Marine,263,"19,00","27,42"
44,Loire-Atlantique,05,5ème circonscription,44122,Petit-Mars,0002,1245,218,"17,51",1027,"82,49",118,"9,48","11,49",30,"2,41","2,92",879,"70,60","85,59",1,M,MACRON,Emmanuel,607,"48,76","69,06",2,F,LE PEN,Marine,272,"21,85","30,94"
44,Loire-Atlantique,06,6ème circonscription,44123,Pierric,0001,711,161,"22,64",550,"77,36",39,"5,49","7,09",7,"0,98","1,27",504,"70,89","91,64",1,M,MACRON,Emmanuel,280,"39,38","55,56",2,F,LE PEN,Marine,224,"31,50","44,44"
44,Loire-Atlantique,06,6ème circonscription,44124,Le Pin,0001,527,115,"21,82",412,"78,18",45,"8,54","10,92",8,"1,52","1,94",359,"68,12","87,14",1,M,MACRON,Emmanuel,229,"43,45","63,79",2,F,LE PEN,Marine,130,"24,67","36,21"
44,Loire-Atlantique,07,7ème circonscription,44125,Piriac-sur-Mer,0001,1327,240,"18,09",1087,"81,91",110,"8,29","10,12",24,"1,81","2,21",953,"71,82","87,67",1,M,MACRON,Emmanuel,708,"53,35","74,29",2,F,LE PEN,Marine,245,"18,46","25,71"
44,Loire-Atlantique,07,7ème circonscription,44125,Piriac-sur-Mer,0002,905,161,"17,79",744,"82,21",95,"10,50","12,77",18,"1,99","2,42",631,"69,72","84,81",1,M,MACRON,Emmanuel,480,"53,04","76,07",2,F,LE PEN,Marine,151,"16,69","23,93"
44,Loire-Atlantique,09,9ème circonscription,44126,La Plaine-sur-Mer,0001,679,144,"21,21",535,"78,79",57,"8,39","10,65",13,"1,91","2,43",465,"68,48","86,92",1,M,MACRON,Emmanuel,294,"43,30","63,23",2,F,LE PEN,Marine,171,"25,18","36,77"
44,Loire-Atlantique,09,9ème circonscription,44126,La Plaine-sur-Mer,0002,951,183,"19,24",768,"80,76",76,"7,99","9,90",25,"2,63","3,26",667,"70,14","86,85",1,M,MACRON,Emmanuel,402,"42,27","60,27",2,F,LE PEN,Marine,265,"27,87","39,73"
44,Loire-Atlantique,09,9ème circonscription,44126,La Plaine-sur-Mer,0003,946,157,"16,60",789,"83,40",70,"7,40","8,87",23,"2,43","2,92",696,"73,57","88,21",1,M,MACRON,Emmanuel,426,"45,03","61,21",2,F,LE PEN,Marine,270,"28,54","38,79"
44,Loire-Atlantique,09,9ème circonscription,44126,La Plaine-sur-Mer,0004,917,172,"18,76",745,"81,24",83,"9,05","11,14",17,"1,85","2,28",645,"70,34","86,58",1,M,MACRON,Emmanuel,403,"43,95","62,48",2,F,LE PEN,Marine,242,"26,39","37,52"
44,Loire-Atlantique,10,10ème circonscription,44127,La Planche,0001,904,179,"19,80",725,"80,20",57,"6,31","7,86",25,"2,77","3,45",643,"71,13","88,69",1,M,MACRON,Emmanuel,466,"51,55","72,47",2,F,LE PEN,Marine,177,"19,58","27,53"
44,Loire-Atlantique,10,10ème circonscription,44127,La Planche,0002,983,207,"21,06",776,"78,94",70,"7,12","9,02",23,"2,34","2,96",683,"69,48","88,02",1,M,MACRON,Emmanuel,472,"48,02","69,11",2,F,LE PEN,Marine,211,"21,46","30,89"
44,Loire-Atlantique,06,6ème circonscription,44128,Plessé,0001,900,179,"19,89",721,"80,11",74,"8,22","10,26",20,"2,22","2,77",627,"69,67","86,96",1,M,MACRON,Emmanuel,451,"50,11","71,93",2,F,LE PEN,Marine,176,"19,56","28,07"
44,Loire-Atlantique,06,6ème circonscription,44128,Plessé,0002,734,153,"20,84",581,"79,16",64,"8,72","11,02",25,"3,41","4,30",492,"67,03","84,68",1,M,MACRON,Emmanuel,326,"44,41","66,26",2,F,LE PEN,Marine,166,"22,62","33,74"
44,Loire-Atlantique,06,6ème circonscription,44128,Plessé,0003,690,148,"21,45",542,"78,55",69,"10,00","12,73",11,"1,59","2,03",462,"66,96","85,24",1,M,MACRON,Emmanuel,293,"42,46","63,42",2,F,LE PEN,Marine,169,"24,49","36,58"
44,Loire-Atlantique,06,6ème circonscription,44128,Plessé,0004,709,170,"23,98",539,"76,02",65,"9,17","12,06",15,"2,12","2,78",459,"64,74","85,16",1,M,MACRON,Emmanuel,304,"42,88","66,23",2,F,LE PEN,Marine,155,"21,86","33,77"
44,Loire-Atlantique,06,6ème circonscription,44128,Plessé,0005,693,162,"23,38",531,"76,62",60,"8,66","11,30",16,"2,31","3,01",455,"65,66","85,69",1,M,MACRON,Emmanuel,313,"45,17","68,79",2,F,LE PEN,Marine,142,"20,49","31,21"
44,Loire-Atlantique,07,7ème circonscription,44129,Pontchâteau,0001,851,175,"20,56",676,"79,44",60,"7,05","8,88",17,"2,00","2,51",599,"70,39","88,61",1,M,MACRON,Emmanuel,441,"51,82","73,62",2,F,LE PEN,Marine,158,"18,57","26,38"
44,Loire-Atlantique,07,7ème circonscription,44129,Pontchâteau,0002,768,193,"25,13",575,"74,87",56,"7,29","9,74",22,"2,86","3,83",497,"64,71","86,43",1,M,MACRON,Emmanuel,362,"47,14","72,84",2,F,LE PEN,Marine,135,"17,58","27,16"
44,Loire-Atlantique,07,7ème circonscription,44129,Pontchâteau,0003,857,166,"19,37",691,"80,63",0,"0,00","0,00",691,"80,63","100,00",0,"0,00","0,00",1,M,MACRON,Emmanuel,0,"0,00","0,00",2,F,LE PEN,Marine,0,"0,00","0,00"
44,Loire-Atlantique,07,7ème circonscription,44129,Pontchâteau,0004,1143,203,"17,76",940,"82,24",0,"0,00","0,00",940,"82,24","100,00",0,"0,00","0,00",1,M,MACRON,Emmanuel,0,"0,00","0,00",2,F,LE PEN,Marine,0,"0,00","0,00"
44,Loire-Atlantique,07,7ème circonscription,44129,Pontchâteau,0005,1097,215,"19,60",882,"80,40",98,"8,93","11,11",23,"2,10","2,61",761,"69,37","86,28",1,M,MACRON,Emmanuel,508,"46,31","66,75",2,F,LE PEN,Marine,253,"23,06","33,25"
44,Loire-Atlantique,07,7ème circonscription,44129,Pontchâteau,0006,874,151,"17,28",723,"82,72",0,"0,00","0,00",723,"82,72","100,00",0,"0,00","0,00",1,M,MACRON,Emmanuel,0,"0,00","0,00",2,F,LE PEN,Marine,0,"0,00","0,00"
44,Loire-Atlantique,07,7ème circonscription,44129,Pontchâteau,0007,1001,249,"24,88",752,"75,12",63,"6,29","8,38",23,"2,30","3,06",666,"66,53","88,56",1,M,MACRON,Emmanuel,467,"46,65","70,12",2,F,LE PEN,Marine,199,"19,88","29,88"
44,Loire-Atlantique,07,7ème circonscription,44129,Pontchâteau,0008,1014,207,"20,41",807,"79,59",78,"7,69","9,67",27,"2,66","3,35",702,"69,23","86,99",1,M,MACRON,Emmanuel,510,"50,30","72,65",2,F,LE PEN,Marine,192,"18,93","27,35"
44,Loire-Atlantique,04,4ème circonscription,44130,Pont-Saint-Martin,0001,937,161,"17,18",776,"82,82",65,"6,94","8,38",26,"2,77","3,35",685,"73,11","88,27",1,M,MACRON,Emmanuel,526,"56,14","76,79",2,F,LE PEN,Marine,159,"16,97","23,21"
44,Loire-Atlantique,04,4ème circonscription,44130,Pont-Saint-Martin,0002,953,201,"21,09",752,"78,91",63,"6,61","8,38",20,"2,10","2,66",669,"70,20","88,96",1,M,MACRON,Emmanuel,484,"50,79","72,35",2,F,LE PEN,Marine,185,"19,41","27,65"
44,Loire-Atlantique,04,4ème circonscription,44130,Pont-Saint-Martin,0003,954,191,"20,02",763,"79,98",48,"5,03","6,29",18,"1,89","2,36",697,"73,06","91,35",1,M,MACRON,Emmanuel,512,"53,67","73,46",2,F,LE PEN,Marine,185,"19,39","26,54"
44,Loire-Atlantique,04,4ème circonscription,44130,Pont-Saint-Martin,0004,883,198,"22,42",685,"77,58",48,"5,44","7,01",10,"1,13","1,46",627,"71,01","91,53",1,M,MACRON,Emmanuel,448,"50,74","71,45",2,F,LE PEN,Marine,179,"20,27","28,55"
44,Loire-Atlantique,04,4ème circonscription,44130,Pont-Saint-Martin,0005,902,145,"16,08",757,"83,92",66,"7,32","8,72",14,"1,55","1,85",677,"75,06","89,43",1,M,MACRON,Emmanuel,544,"60,31","80,35",2,F,LE PEN,Marine,133,"14,75","19,65"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0001,1033,237,"22,94",796,"77,06",86,"8,33","10,80",22,"2,13","2,76",688,"66,60","86,43",1,M,MACRON,Emmanuel,565,"54,70","82,12",2,F,LE PEN,Marine,123,"11,91","17,88"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0002,852,168,"19,72",684,"80,28",64,"7,51","9,36",16,"1,88","2,34",604,"70,89","88,30",1,M,MACRON,Emmanuel,424,"49,77","70,20",2,F,LE PEN,Marine,180,"21,13","29,80"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0003,1039,212,"20,40",827,"79,60",73,"7,03","8,83",16,"1,54","1,93",738,"71,03","89,24",1,M,MACRON,Emmanuel,587,"56,50","79,54",2,F,LE PEN,Marine,151,"14,53","20,46"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0004,978,164,"16,77",814,"83,23",61,"6,24","7,49",21,"2,15","2,58",732,"74,85","89,93",1,M,MACRON,Emmanuel,567,"57,98","77,46",2,F,LE PEN,Marine,165,"16,87","22,54"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0005,1062,221,"20,81",841,"79,19",66,"6,21","7,85",29,"2,73","3,45",746,"70,24","88,70",1,M,MACRON,Emmanuel,577,"54,33","77,35",2,F,LE PEN,Marine,169,"15,91","22,65"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0006,984,221,"22,46",763,"77,54",82,"8,33","10,75",17,"1,73","2,23",664,"67,48","87,02",1,M,MACRON,Emmanuel,529,"53,76","79,67",2,F,LE PEN,Marine,135,"13,72","20,33"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0007,847,152,"17,95",695,"82,05",52,"6,14","7,48",13,"1,53","1,87",630,"74,38","90,65",1,M,MACRON,Emmanuel,492,"58,09","78,10",2,F,LE PEN,Marine,138,"16,29","21,90"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0008,894,172,"19,24",722,"80,76",85,"9,51","11,77",22,"2,46","3,05",615,"68,79","85,18",1,M,MACRON,Emmanuel,426,"47,65","69,27",2,F,LE PEN,Marine,189,"21,14","30,73"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0009,968,169,"17,46",799,"82,54",78,"8,06","9,76",23,"2,38","2,88",698,"72,11","87,36",1,M,MACRON,Emmanuel,507,"52,38","72,64",2,F,LE PEN,Marine,191,"19,73","27,36"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0010,1004,185,"18,43",819,"81,57",83,"8,27","10,13",16,"1,59","1,95",720,"71,71","87,91",1,M,MACRON,Emmanuel,569,"56,67","79,03",2,F,LE PEN,Marine,151,"15,04","20,97"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0011,852,142,"16,67",710,"83,33",68,"7,98","9,58",14,"1,64","1,97",628,"73,71","88,45",1,M,MACRON,Emmanuel,469,"55,05","74,68",2,F,LE PEN,Marine,159,"18,66","25,32"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0012,967,200,"20,68",767,"79,32",69,"7,14","9,00",34,"3,52","4,43",664,"68,67","86,57",1,M,MACRON,Emmanuel,428,"44,26","64,46",2,F,LE PEN,Marine,236,"24,41","35,54"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0013,584,120,"20,55",464,"79,45",62,"10,62","13,36",16,"2,74","3,45",386,"66,10","83,19",1,M,MACRON,Emmanuel,256,"43,84","66,32",2,F,LE PEN,Marine,130,"22,26","33,68"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0014,861,183,"21,25",678,"78,75",47,"5,46","6,93",27,"3,14","3,98",604,"70,15","89,09",1,M,MACRON,Emmanuel,456,"52,96","75,50",2,F,LE PEN,Marine,148,"17,19","24,50"
44,Loire-Atlantique,09,9ème circonscription,44131,Pornic,0015,883,170,"19,25",713,"80,75",91,"10,31","12,76",22,"2,49","3,09",600,"67,95","84,15",1,M,MACRON,Emmanuel,439,"49,72","73,17",2,F,LE PEN,Marine,161,"18,23","26,83"
44,Loire-Atlantique,07,7ème circonscription,44132,Pornichet,0001,1300,330,"25,38",970,"74,62",120,"9,23","12,37",0,"0,00","0,00",850,"65,38","87,63",1,M,MACRON,Emmanuel,672,"51,69","79,06",2,F,LE PEN,Marine,178,"13,69","20,94"
44,Loire-Atlantique,07,7ème circonscription,44132,Pornichet,0002,1308,299,"22,86",1009,"77,14",125,"9,56","12,39",0,"0,00","0,00",884,"67,58","87,61",1,M,MACRON,Emmanuel,672,"51,38","76,02",2,F,LE PEN,Marine,212,"16,21","23,98"
44,Loire-Atlantique,07,7ème circonscription,44132,Pornichet,0003,1319,300,"22,74",1019,"77,26",144,"10,92","14,13",0,"0,00","0,00",875,"66,34","85,87",1,M,MACRON,Emmanuel,684,"51,86","78,17",2,F,LE PEN,Marine,191,"14,48","21,83"
44,Loire-Atlantique,07,7ème circonscription,44132,Pornichet,0004,1273,272,"21,37",1001,"78,63",110,"8,64","10,99",0,"0,00","0,00",891,"69,99","89,01",1,M,MACRON,Emmanuel,711,"55,85","79,80",2,F,LE PEN,Marine,180,"14,14","20,20"
44,Loire-Atlantique,07,7ème circonscription,44132,Pornichet,0005,1256,246,"19,59",1010,"80,41",120,"9,55","11,88",0,"0,00","0,00",890,"70,86","88,12",1,M,MACRON,Emmanuel,712,"56,69","80,00",2,F,LE PEN,Marine,178,"14,17","20,00"
44,Loire-Atlantique,07,7ème circonscription,44132,Pornichet,0006,1304,253,"19,40",1051,"80,60",139,"10,66","13,23",0,"0,00","0,00",912,"69,94","86,77",1,M,MACRON,Emmanuel,717,"54,98","78,62",2,F,LE PEN,Marine,195,"14,95","21,38"
44,Loire-Atlantique,07,7ème circonscription,44132,Pornichet,0007,1087,203,"18,68",884,"81,32",94,"8,65","10,63",0,"0,00","0,00",790,"72,68","89,37",1,M,MACRON,Emmanuel,660,"60,72","83,54",2,F,LE PEN,Marine,130,"11,96","16,46"
44,Loire-Atlantique,07,7ème circonscription,44132,Pornichet,0008,1227,239,"19,48",988,"80,52",139,"11,33","14,07",0,"0,00","0,00",849,"69,19","85,93",1,M,MACRON,Emmanuel,612,"49,88","72,08",2,F,LE PEN,Marine,237,"19,32","27,92"
44,Loire-Atlantique,09,9ème circonscription,44133,Port-Saint-Père,0001,1097,229,"20,88",868,"79,12",86,"7,84","9,91",27,"2,46","3,11",755,"68,82","86,98",1,M,MACRON,Emmanuel,540,"49,23","71,52",2,F,LE PEN,Marine,215,"19,60","28,48"
44,Loire-Atlantique,09,9ème circonscription,44133,Port-Saint-Père,0002,1091,213,"19,52",878,"80,48",101,"9,26","11,50",27,"2,47","3,08",750,"68,74","85,42",1,M,MACRON,Emmanuel,494,"45,28","65,87",2,F,LE PEN,Marine,256,"23,46","34,13"
44,Loire-Atlantique,06,6ème circonscription,44134,Pouillé-les-Côteaux,0001,716,137,"19,13",579,"80,87",53,"7,40","9,15",34,"4,75","5,87",492,"68,72","84,97",1,M,MACRON,Emmanuel,290,"40,50","58,94",2,F,LE PEN,Marine,202,"28,21","41,06"
44,Loire-Atlantique,07,7ème circonscription,44135,Le Pouliguen,0001,1053,250,"23,74",803,"76,26",86,"8,17","10,71",19,"1,80","2,37",698,"66,29","86,92",1,M,MACRON,Emmanuel,474,"45,01","67,91",2,F,LE PEN,Marine,224,"21,27","32,09"
44,Loire-Atlantique,07,7ème circonscription,44135,Le Pouliguen,0002,1053,268,"25,45",785,"74,55",86,"8,17","10,96",19,"1,80","2,42",680,"64,58","86,62",1,M,MACRON,Emmanuel,518,"49,19","76,18",2,F,LE PEN,Marine,162,"15,38","23,82"
44,Loire-Atlantique,07,7ème circonscription,44135,Le Pouliguen,0003,1134,248,"21,87",886,"78,13",104,"9,17","11,74",22,"1,94","2,48",760,"67,02","85,78",1,M,MACRON,Emmanuel,577,"50,88","75,92",2,F,LE PEN,Marine,183,"16,14","24,08"
44,Loire-Atlantique,07,7ème circonscription,44135,Le Pouliguen,0004,1197,250,"20,89",947,"79,11",94,"7,85","9,93",16,"1,34","1,69",837,"69,92","88,38",1,M,MACRON,Emmanuel,660,"55,14","78,85",2,F,LE PEN,Marine,177,"14,79","21,15"
44,Loire-Atlantique,09,9ème circonscription,44136,Préfailles,0001,703,130,"18,49",573,"81,51",41,"5,83","7,16",17,"2,42","2,97",515,"73,26","89,88",1,M,MACRON,Emmanuel,411,"58,46","79,81",2,F,LE PEN,Marine,104,"14,79","20,19"
44,Loire-Atlantique,09,9ème circonscription,44136,Préfailles,0002,709,148,"20,87",561,"79,13",58,"8,18","10,34",13,"1,83","2,32",490,"69,11","87,34",1,M,MACRON,Emmanuel,334,"47,11","68,16",2,F,LE PEN,Marine,156,"22,00","31,84"
44,Loire-Atlantique,08,8ème circonscription,44137,Prinquiau,0001,1129,207,"18,33",922,"81,67",79,"7,00","8,57",45,"3,99","4,88",798,"70,68","86,55",1,M,MACRON,Emmanuel,529,"46,86","66,29",2,F,LE PEN,Marine,269,"23,83","33,71"
44,Loire-Atlantique,08,8ème circonscription,44137,Prinquiau,0002,1205,191,"15,85",1014,"84,15",95,"7,88","9,37",21,"1,74","2,07",898,"74,52","88,56",1,M,MACRON,Emmanuel,617,"51,20","68,71",2,F,LE PEN,Marine,281,"23,32","31,29"
44,Loire-Atlantique,06,6ème circonscription,44138,Puceul,0001,702,122,"17,38",580,"82,62",59,"8,40","10,17",13,"1,85","2,24",508,"72,36","87,59",1,M,MACRON,Emmanuel,360,"51,28","70,87",2,F,LE PEN,Marine,148,"21,08","29,13"
44,Loire-Atlantique,08,8ème circonscription,44139,Quilly,0001,928,185,"19,94",743,"80,06",86,"9,27","11,57",22,"2,37","2,96",635,"68,43","85,46",1,M,MACRON,Emmanuel,388,"41,81","61,10",2,F,LE PEN,Marine,247,"26,62","38,90"
44,Loire-Atlantique,10,10ème circonscription,44140,La Regrippière,0001,1105,223,"20,18",882,"79,82",75,"6,79","8,50",29,"2,62","3,29",778,"70,41","88,21",1,M,MACRON,Emmanuel,513,"46,43","65,94",2,F,LE PEN,Marine,265,"23,98","34,06"
44,Loire-Atlantique,10,10ème circonscription,44141,La Remaudière,0001,787,142,"18,04",645,"81,96",73,"9,28","11,32",21,"2,67","3,26",551,"70,01","85,43",1,M,MACRON,Emmanuel,370,"47,01","67,15",2,F,LE PEN,Marine,181,"23,00","32,85"
44,Loire-Atlantique,10,10ème circonscription,44142,Remouillé,0001,1329,233,"17,53",1096,"82,47",72,"5,42","6,57",35,"2,63","3,19",989,"74,42","90,24",1,M,MACRON,Emmanuel,729,"54,85","73,71",2,F,LE PEN,Marine,260,"19,56","26,29"
44,Loire-Atlantique,04,4ème circonscription,44143,Rezé,0001,938,273,"29,10",665,"70,90",63,"6,72","9,47",18,"1,92","2,71",584,"62,26","87,82",1,M,MACRON,Emmanuel,487,"51,92","83,39",2,F,LE PEN,Marine,97,"10,34","16,61"
