Date,Code département,Département,Code commune,Commune,Sexe,Tranche age,Nombre de demandeurs d_emploi
T4_2014,44,Loire-Atlantique,44001,Abbaretz,Total,Total,155
T4_2014,44,Loire-Atlantique,44001,Abbaretz,Femmes,Total,85
T4_2014,44,Loire-Atlantique,44001,Abbaretz,Total,Moins de 25 ans,20
T4_2014,44,Loire-Atlantique,44002,Aigrefeuille-sur-Maine,Total,Moins de 25 ans,35
T4_2014,44,Loire-Atlantique,44002,Aigrefeuille-sur-Maine,Total,50 ans et plus,35
T4_2014,44,Loire-Atlantique,44003,Ancenis-Saint-Géréon,Hommes,Total,380
T4_2014,44,Loire-Atlantique,44005,Chaumes-en-Retz,Femmes,Total,255
T4_2014,44,Loire-Atlantique,44005,Chaumes-en-Retz,Total,Moins de 25 ans,90
T4_2014,44,Loire-Atlantique,44006,Assérac,Hommes,Total,60
T4_2014,44,Loire-Atlantique,44007,Avessac,Hommes,Total,90
T4_2014,44,Loire-Atlantique,44009,Basse-Goulaine,Total,25 à 49 ans,270
T4_2014,44,Loire-Atlantique,44009,Basse-Goulaine,Total,50 ans et plus,130
T4_2014,44,Loire-Atlantique,44010,Batz-sur-Mer,Total,Total,250
T4_2014,44,Loire-Atlantique,44010,Batz-sur-Mer,Femmes,Total,130
T4_2014,44,Loire-Atlantique,44010,Batz-sur-Mer,Total,25 à 49 ans,135
T4_2014,44,Loire-Atlantique,44010,Batz-sur-Mer,Total,50 ans et plus,75
T4_2014,44,Loire-Atlantique,44012,La Bernerie-en-Retz,Femmes,Total,115
T4_2014,44,Loire-Atlantique,44013,Besné,Total,Moins de 25 ans,45
T4_2014,44,Loire-Atlantique,44013,Besné,Total,50 ans et plus,35
T4_2014,44,Loire-Atlantique,44014,Le Bignon,Total,Total,200
T4_2014,44,Loire-Atlantique,44014,Le Bignon,Hommes,Total,90
T4_2014,44,Loire-Atlantique,44014,Le Bignon,Total,50 ans et plus,40
T4_2014,44,Loire-Atlantique,44015,Blain,Total,Total,765
T4_2014,44,Loire-Atlantique,44016,La Boissière-du-Doré,Total,Total,65
T4_2014,44,Loire-Atlantique,44016,La Boissière-du-Doré,Total,50 ans et plus,10
T4_2014,44,Loire-Atlantique,44018,Bouaye,Total,Total,440
T4_2014,44,Loire-Atlantique,44018,Bouaye,Total,Moins de 25 ans,80
T4_2014,44,Loire-Atlantique,44018,Bouaye,Total,25 à 49 ans,275
T4_2014,44,Loire-Atlantique,44018,Bouaye,Total,50 ans et plus,85
T4_2014,44,Loire-Atlantique,44019,Bouée,Hommes,Total,20
T4_2014,44,Loire-Atlantique,44019,Bouée,Femmes,Total,25
T4_2014,44,Loire-Atlantique,44020,Bouguenais,Femmes,Total,825
T4_2014,44,Loire-Atlantique,44020,Bouguenais,Total,25 à 49 ans,980
T4_2014,44,Loire-Atlantique,44021,Villeneuve-en-Retz,Femmes,Total,210
T4_2014,44,Loire-Atlantique,44021,Villeneuve-en-Retz,Total,50 ans et plus,105
T4_2014,44,Loire-Atlantique,44022,Boussay,Hommes,Total,70
T4_2014,44,Loire-Atlantique,44023,Bouvron,Total,Total,225
T4_2014,44,Loire-Atlantique,44023,Bouvron,Hommes,Total,115
T4_2014,44,Loire-Atlantique,44023,Bouvron,Total,25 à 49 ans,140
T4_2014,44,Loire-Atlantique,44023,Bouvron,Total,50 ans et plus,50
T4_2014,44,Loire-Atlantique,44024,Brains,Hommes,Total,60
T4_2014,44,Loire-Atlantique,44024,Brains,Total,25 à 49 ans,85
T4_2014,44,Loire-Atlantique,44024,Brains,Total,50 ans et plus,30
T4_2014,44,Loire-Atlantique,44025,Campbon,Femmes,Total,135
T4_2014,44,Loire-Atlantique,44025,Campbon,Total,25 à 49 ans,165
T4_2014,44,Loire-Atlantique,44025,Campbon,Total,50 ans et plus,35
T4_2014,44,Loire-Atlantique,44026,Carquefou,Femmes,Total,590
T4_2014,44,Loire-Atlantique,44026,Carquefou,Total,25 à 49 ans,655
T4_2014,44,Loire-Atlantique,44027,Casson,Total,Total,110
T4_2014,44,Loire-Atlantique,44027,Casson,Femmes,Total,60
T4_2014,44,Loire-Atlantique,44027,Casson,Total,Moins de 25 ans,20
T4_2014,44,Loire-Atlantique,44028,Le Cellier,Hommes,Total,110
T4_2014,44,Loire-Atlantique,44028,Le Cellier,Femmes,Total,115
T4_2014,44,Loire-Atlantique,44028,Le Cellier,Total,Moins de 25 ans,35
T4_2014,44,Loire-Atlantique,44028,Le Cellier,Total,50 ans et plus,65
T4_2014,44,Loire-Atlantique,44029,Divatte-sur-Loire,Total,Total,410
T4_2014,44,Loire-Atlantique,44029,Divatte-sur-Loire,Femmes,Total,225
T4_2014,44,Loire-Atlantique,44029,Divatte-sur-Loire,Total,25 à 49 ans,230
T4_2014,44,Loire-Atlantique,44029,Divatte-sur-Loire,Total,50 ans et plus,100
T4_2014,44,Loire-Atlantique,44030,La Chapelle-des-Marais,Hommes,Total,130
T4_2014,44,Loire-Atlantique,44031,La Chapelle-Glain,Hommes,Total,30
T4_2014,44,Loire-Atlantique,44031,La Chapelle-Glain,Total,50 ans et plus,15
T4_2014,44,Loire-Atlantique,44032,La Chapelle-Heulin,Total,Total,175
T4_2014,44,Loire-Atlantique,44032,La Chapelle-Heulin,Total,50 ans et plus,40
T4_2014,44,Loire-Atlantique,44033,La Chapelle-Launay,Total,25 à 49 ans,90
T4_2014,44,Loire-Atlantique,44033,La Chapelle-Launay,Total,50 ans et plus,25
T4_2014,44,Loire-Atlantique,44035,La Chapelle-sur-Erdre,Total,Total,1110
T4_2014,44,Loire-Atlantique,44035,La Chapelle-sur-Erdre,Hommes,Total,530
T4_2014,44,Loire-Atlantique,44035,La Chapelle-sur-Erdre,Femmes,Total,580
T4_2014,44,Loire-Atlantique,44036,Châteaubriant,Total,Total,1035
T4_2014,44,Loire-Atlantique,44036,Châteaubriant,Femmes,Total,530
T4_2014,44,Loire-Atlantique,44036,Châteaubriant,Total,25 à 49 ans,600
T4_2014,44,Loire-Atlantique,44037,Château-Thébaud,Hommes,Total,75
T4_2014,44,Loire-Atlantique,44037,Château-Thébaud,Total,50 ans et plus,25
T4_2014,44,Loire-Atlantique,44038,Chauvé,Hommes,Total,95
T4_2014,44,Loire-Atlantique,44038,Chauvé,Total,Moins de 25 ans,45
T4_2014,44,Loire-Atlantique,44038,Chauvé,Total,25 à 49 ans,115
T4_2014,44,Loire-Atlantique,44039,Cheix-en-Retz,Femmes,Total,20
T4_2014,44,Loire-Atlantique,44039,Cheix-en-Retz,Total,Moins de 25 ans,10
T4_2014,44,Loire-Atlantique,44041,La Chevrolière,Total,25 à 49 ans,215
T4_2014,44,Loire-Atlantique,44043,Clisson,Hommes,Total,245
T4_2014,44,Loire-Atlantique,44043,Clisson,Femmes,Total,300
T4_2014,44,Loire-Atlantique,44043,Clisson,Total,Moins de 25 ans,75
T4_2014,44,Loire-Atlantique,44044,Conquereuil,Hommes,Total,50
T4_2014,44,Loire-Atlantique,44044,Conquereuil,Total,25 à 49 ans,65
T4_2014,44,Loire-Atlantique,44045,Cordemais,Total,Total,210
T4_2014,44,Loire-Atlantique,44045,Cordemais,Total,Moins de 25 ans,40
T4_2014,44,Loire-Atlantique,44045,Cordemais,Total,50 ans et plus,45
T4_2014,44,Loire-Atlantique,44046,Corsept,Hommes,Total,85
T4_2014,44,Loire-Atlantique,44046,Corsept,Femmes,Total,115
T4_2014,44,Loire-Atlantique,44046,Corsept,Total,Moins de 25 ans,50
T4_2014,44,Loire-Atlantique,44047,Couëron,Hommes,Total,660
T4_2014,44,Loire-Atlantique,44047,Couëron,Femmes,Total,750
T4_2014,44,Loire-Atlantique,44048,Couffé,Hommes,Total,60
T4_2014,44,Loire-Atlantique,44048,Couffé,Total,Moins de 25 ans,25
T4_2014,44,Loire-Atlantique,44049,Le Croisic,Total,Total,280
T4_2014,44,Loire-Atlantique,44049,Le Croisic,Total,Moins de 25 ans,60
T4_2014,44,Loire-Atlantique,44050,Crossac,Total,Total,190
T4_2014,44,Loire-Atlantique,44050,Crossac,Femmes,Total,110
T4_2014,44,Loire-Atlantique,44050,Crossac,Total,50 ans et plus,45
T4_2014,44,Loire-Atlantique,44052,Donges,Femmes,Total,350
T4_2014,44,Loire-Atlantique,44052,Donges,Total,25 à 49 ans,420
T4_2014,44,Loire-Atlantique,44052,Donges,Total,50 ans et plus,115
T4_2014,44,Loire-Atlantique,44053,Drefféac,Femmes,Total,90
T4_2014,44,Loire-Atlantique,44053,Drefféac,Total,Moins de 25 ans,35
T4_2014,44,Loire-Atlantique,44053,Drefféac,Total,50 ans et plus,20
T4_2014,44,Loire-Atlantique,44054,Erbray,Hommes,Total,100
T4_2014,44,Loire-Atlantique,44054,Erbray,Total,Moins de 25 ans,45
T4_2014,44,Loire-Atlantique,44055,La Baule-Escoublac,Femmes,Total,590
T4_2014,44,Loire-Atlantique,44055,La Baule-Escoublac,Total,Moins de 25 ans,160
T4_2014,44,Loire-Atlantique,44055,La Baule-Escoublac,Total,50 ans et plus,355
T4_2014,44,Loire-Atlantique,44056,Fay-de-Bretagne,Femmes,Total,110
T4_2014,44,Loire-Atlantique,44057,Fégréac,Total,25 à 49 ans,130
T4_2014,44,Loire-Atlantique,44058,Fercé,Hommes,Total,25
T4_2014,44,Loire-Atlantique,44058,Fercé,Femmes,Total,20
T4_2014,44,Loire-Atlantique,44058,Fercé,Total,Moins de 25 ans,5
T4_2014,44,Loire-Atlantique,44058,Fercé,Total,50 ans et plus,10
T4_2014,44,Loire-Atlantique,44061,Frossay,Femmes,Total,125
T4_2014,44,Loire-Atlantique,44062,Le Gâvre,Femmes,Total,70
T4_2014,44,Loire-Atlantique,44063,Gétigné,Total,25 à 49 ans,125
T4_2014,44,Loire-Atlantique,44064,Gorges,Hommes,Total,105
T4_2014,44,Loire-Atlantique,44064,Gorges,Femmes,Total,155
T4_2014,44,Loire-Atlantique,44064,Gorges,Total,Moins de 25 ans,45
T4_2014,44,Loire-Atlantique,44064,Gorges,Total,25 à 49 ans,150
T4_2014,44,Loire-Atlantique,44064,Gorges,Total,50 ans et plus,65
T4_2014,44,Loire-Atlantique,44065,Grand-Auverné,Total,Total,65
T4_2014,44,Loire-Atlantique,44065,Grand-Auverné,Hommes,Total,35
T4_2014,44,Loire-Atlantique,44065,Grand-Auverné,Femmes,Total,30
T4_2014,44,Loire-Atlantique,44066,Grandchamp-des-Fontaines,Total,Moins de 25 ans,65
T4_2014,44,Loire-Atlantique,44067,Guémené-Penfao,Hommes,Total,200
T4_2014,44,Loire-Atlantique,44067,Guémené-Penfao,Total,25 à 49 ans,245
T4_2014,44,Loire-Atlantique,44067,Guémené-Penfao,Total,50 ans et plus,110
T4_2014,44,Loire-Atlantique,44068,Guenrouet,Total,Moins de 25 ans,45
T4_2014,44,Loire-Atlantique,44069,Guérande,Hommes,Total,550
T4_2014,44,Loire-Atlantique,44069,Guérande,Femmes,Total,655
T4_2014,44,Loire-Atlantique,44069,Guérande,Total,Moins de 25 ans,245
T4_2014,44,Loire-Atlantique,44069,Guérande,Total,25 à 49 ans,660
T4_2014,44,Loire-Atlantique,44070,La Haie-Fouassière,Hommes,Total,120
T4_2014,44,Loire-Atlantique,44070,La Haie-Fouassière,Femmes,Total,125
T4_2014,44,Loire-Atlantique,44070,La Haie-Fouassière,Total,Moins de 25 ans,50
T4_2014,44,Loire-Atlantique,44071,Haute-Goulaine,Total,Total,295
T4_2014,44,Loire-Atlantique,44071,Haute-Goulaine,Femmes,Total,155
T4_2014,44,Loire-Atlantique,44071,Haute-Goulaine,Total,Moins de 25 ans,60
T4_2014,44,Loire-Atlantique,44071,Haute-Goulaine,Total,25 à 49 ans,165
T4_2014,44,Loire-Atlantique,44071,Haute-Goulaine,Total,50 ans et plus,75
T4_2014,44,Loire-Atlantique,44072,Herbignac,Hommes,Total,195
T4_2014,44,Loire-Atlantique,44072,Herbignac,Total,Moins de 25 ans,105
T4_2014,44,Loire-Atlantique,44072,Herbignac,Total,25 à 49 ans,300
T4_2014,44,Loire-Atlantique,44073,Héric,Hommes,Total,155
T4_2014,44,Loire-Atlantique,44073,Héric,Total,25 à 49 ans,205
T4_2014,44,Loire-Atlantique,44074,Indre,Hommes,Total,165
T4_2014,44,Loire-Atlantique,44075,Issé,Femmes,Total,75
T4_2014,44,Loire-Atlantique,44075,Issé,Total,50 ans et plus,30
T4_2014,44,Loire-Atlantique,44076,Jans,Hommes,Total,45
T4_2014,44,Loire-Atlantique,44077,Joué-sur-Erdre,Femmes,Total,85
T4_2014,44,Loire-Atlantique,44077,Joué-sur-Erdre,Total,Moins de 25 ans,25
T4_2014,44,Loire-Atlantique,44078,Juigné-des-Moutiers,Total,Total,30
T4_2014,44,Loire-Atlantique,44078,Juigné-des-Moutiers,Femmes,Total,10
T4_2014,44,Loire-Atlantique,44079,Le Landreau,Total,50 ans et plus,50
T4_2014,44,Loire-Atlantique,44080,Lavau-sur-Loire,Femmes,Total,30
T4_2014,44,Loire-Atlantique,44080,Lavau-sur-Loire,Total,50 ans et plus,15
T4_2014,44,Loire-Atlantique,44081,Legé,Total,Total,335
T4_2014,44,Loire-Atlantique,44081,Legé,Hommes,Total,140
T4_2014,44,Loire-Atlantique,44081,Legé,Total,25 à 49 ans,180
T4_2014,44,Loire-Atlantique,44082,Ligné,Hommes,Total,125
T4_2014,44,Loire-Atlantique,44082,Ligné,Total,25 à 49 ans,185
T4_2014,44,Loire-Atlantique,44083,La Limouzinière,Femmes,Total,100
T4_2014,44,Loire-Atlantique,44083,La Limouzinière,Total,25 à 49 ans,120
T4_2014,44,Loire-Atlantique,44083,La Limouzinière,Total,50 ans et plus,25
T4_2014,44,Loire-Atlantique,44084,Le Loroux-Bottereau,Hommes,Total,240
T4_2014,44,Loire-Atlantique,44084,Le Loroux-Bottereau,Femmes,Total,310
T4_2014,44,Loire-Atlantique,44085,Louisfert,Total,Total,65
T4_2014,44,Loire-Atlantique,44085,Louisfert,Total,Moins de 25 ans,10
T4_2014,44,Loire-Atlantique,44086,Lusanger,Total,Total,90
T4_2014,44,Loire-Atlantique,44087,Machecoul-Saint-Même,Hommes,Total,285
T4_2014,44,Loire-Atlantique,44088,Maisdon-sur-Sèvre,Total,50 ans et plus,30
T4_2014,44,Loire-Atlantique,44089,Malville,Hommes,Total,105
T4_2014,44,Loire-Atlantique,44089,Malville,Femmes,Total,140
T4_2014,44,Loire-Atlantique,44089,Malville,Total,25 à 49 ans,145
T4_2014,44,Loire-Atlantique,44090,La Marne,Total,Total,125
T4_2014,44,Loire-Atlantique,44091,Marsac-sur-Don,Hommes,Total,40
T4_2014,44,Loire-Atlantique,44091,Marsac-sur-Don,Total,Moins de 25 ans,20
T4_2014,44,Loire-Atlantique,44091,Marsac-sur-Don,Total,50 ans et plus,25
T4_2014,44,Loire-Atlantique,44092,Massérac,Total,Total,75
T4_2014,44,Loire-Atlantique,44092,Massérac,Total,Moins de 25 ans,10
T4_2014,44,Loire-Atlantique,44092,Massérac,Total,50 ans et plus,15
T4_2014,44,Loire-Atlantique,44094,Mauves-sur-Loire,Total,Total,220
T4_2014,44,Loire-Atlantique,44094,Mauves-sur-Loire,Femmes,Total,115
T4_2014,44,Loire-Atlantique,44094,Mauves-sur-Loire,Total,Moins de 25 ans,40
T4_2014,44,Loire-Atlantique,44095,La Meilleraye-de-Bretagne,Total,Total,120
T4_2014,44,Loire-Atlantique,44095,La Meilleraye-de-Bretagne,Femmes,Total,70
T4_2014,44,Loire-Atlantique,44095,La Meilleraye-de-Bretagne,Total,Moins de 25 ans,20
T4_2014,44,Loire-Atlantique,44096,Mésanger,Total,Total,295
T4_2014,44,Loire-Atlantique,44096,Mésanger,Hommes,Total,115
T4_2014,44,Loire-Atlantique,44096,Mésanger,Femmes,Total,180
T4_2014,44,Loire-Atlantique,44097,Mesquer,Hommes,Total,80
T4_2014,44,Loire-Atlantique,44097,Mesquer,Total,Moins de 25 ans,20
T4_2014,44,Loire-Atlantique,44098,Missillac,Total,Total,410
T4_2014,44,Loire-Atlantique,44098,Missillac,Femmes,Total,245
T4_2014,44,Loire-Atlantique,44100,Monnières,Total,Moins de 25 ans,20
T4_2014,44,Loire-Atlantique,44100,Monnières,Total,50 ans et plus,25
T4_2014,44,Loire-Atlantique,44101,La Montagne,Hommes,Total,205
T4_2014,44,Loire-Atlantique,44102,Montbert,Total,Total,175
T4_2014,44,Loire-Atlantique,44102,Montbert,Femmes,Total,95
T4_2014,44,Loire-Atlantique,44102,Montbert,Total,25 à 49 ans,100
T4_2014,44,Loire-Atlantique,44103,Montoir-de-Bretagne,Femmes,Total,310
T4_2014,44,Loire-Atlantique,44103,Montoir-de-Bretagne,Total,Moins de 25 ans,140
T4_2014,44,Loire-Atlantique,44103,Montoir-de-Bretagne,Total,25 à 49 ans,360
T4_2014,44,Loire-Atlantique,44103,Montoir-de-Bretagne,Total,50 ans et plus,120
T4_2014,44,Loire-Atlantique,44104,Montrelais,Femmes,Total,25
T4_2014,44,Loire-Atlantique,44104,Montrelais,Total,Moins de 25 ans,10
T4_2014,44,Loire-Atlantique,44105,Mouais,Total,25 à 49 ans,15
T4_2014,44,Loire-Atlantique,44105,Mouais,Total,50 ans et plus,5
T4_2014,44,Loire-Atlantique,44107,Mouzeil,Hommes,Total,55
T4_2014,44,Loire-Atlantique,44107,Mouzeil,Total,25 à 49 ans,80
T4_2014,44,Loire-Atlantique,44108,Mouzillon,Total,Total,215
T4_2014,44,Loire-Atlantique,44109,Nantes,Hommes,Total,17335
T4_2014,44,Loire-Atlantique,44109,Nantes,Total,Moins de 25 ans,5260
T4_2014,44,Loire-Atlantique,44109,Nantes,Total,25 à 49 ans,23605
T4_2014,44,Loire-Atlantique,44110,Nort-sur-Erdre,Total,Total,560
T4_2014,44,Loire-Atlantique,44110,Nort-sur-Erdre,Femmes,Total,270
T4_2014,44,Loire-Atlantique,44110,Nort-sur-Erdre,Total,50 ans et plus,105
T4_2014,44,Loire-Atlantique,44111,Notre-Dame-des-Landes,Femmes,Total,75
T4_2014,44,Loire-Atlantique,44112,Noyal-sur-Brutz,Hommes,Total,15
T4_2014,44,Loire-Atlantique,44112,Noyal-sur-Brutz,Femmes,Total,30
T4_2014,44,Loire-Atlantique,44113,Nozay,Total,Total,270
T4_2014,44,Loire-Atlantique,44114,Orvault,Hommes,Total,815
T4_2014,44,Loire-Atlantique,44114,Orvault,Total,25 à 49 ans,1095
T4_2014,44,Loire-Atlantique,44115,Oudon,Total,Moins de 25 ans,45
T4_2014,44,Loire-Atlantique,44115,Oudon,Total,50 ans et plus,55
T4_2014,44,Loire-Atlantique,44116,Paimbœuf,Hommes,Total,150
T4_2014,44,Loire-Atlantique,44116,Paimbœuf,Femmes,Total,155
T4_2014,44,Loire-Atlantique,44116,Paimbœuf,Total,25 à 49 ans,195
T4_2014,44,Loire-Atlantique,44117,Le Pallet,Total,Total,255
T4_2014,44,Loire-Atlantique,44117,Le Pallet,Femmes,Total,140
T4_2014,44,Loire-Atlantique,44117,Le Pallet,Total,Moins de 25 ans,40
T4_2014,44,Loire-Atlantique,44117,Le Pallet,Total,25 à 49 ans,160
T4_2014,44,Loire-Atlantique,44118,Pannecé,Total,Moins de 25 ans,25
T4_2014,44,Loire-Atlantique,44119,Paulx,Total,Total,150
T4_2014,44,Loire-Atlantique,44120,Le Pellerin,Total,Total,390
T4_2014,44,Loire-Atlantique,44120,Le Pellerin,Hommes,Total,185
T4_2014,44,Loire-Atlantique,44120,Le Pellerin,Total,Moins de 25 ans,85
T4_2014,44,Loire-Atlantique,44121,Petit-Auverné,Total,Moins de 25 ans,5
T4_2014,44,Loire-Atlantique,44121,Petit-Auverné,Total,25 à 49 ans,25
T4_2014,44,Loire-Atlantique,44122,Petit-Mars,Femmes,Total,110
T4_2014,44,Loire-Atlantique,44122,Petit-Mars,Total,50 ans et plus,35
T4_2014,44,Loire-Atlantique,44123,Pierric,Femmes,Total,50
T4_2014,44,Loire-Atlantique,44123,Pierric,Total,50 ans et plus,15
T4_2014,44,Loire-Atlantique,44124,Le Pin,Total,Moins de 25 ans,10
T4_2014,44,Loire-Atlantique,44124,Le Pin,Total,50 ans et plus,10
T4_2014,44,Loire-Atlantique,44125,Piriac-sur-Mer,Femmes,Total,95
T4_2014,44,Loire-Atlantique,44125,Piriac-sur-Mer,Total,Moins de 25 ans,20
T4_2014,44,Loire-Atlantique,44126,La Plaine-sur-Mer,Hommes,Total,135
T4_2014,44,Loire-Atlantique,44126,La Plaine-sur-Mer,Total,50 ans et plus,85
T4_2014,44,Loire-Atlantique,44127,La Planche,Total,Total,175
T4_2014,44,Loire-Atlantique,44127,La Planche,Femmes,Total,105
T4_2014,44,Loire-Atlantique,44129,Pontchâteau,Total,Total,820
T4_2014,44,Loire-Atlantique,44129,Pontchâteau,Hommes,Total,350
T4_2014,44,Loire-Atlantique,44129,Pontchâteau,Total,Moins de 25 ans,170
T4_2014,44,Loire-Atlantique,44129,Pontchâteau,Total,25 à 49 ans,490
T4_2014,44,Loire-Atlantique,44130,Pont-Saint-Martin,Hommes,Total,145
T4_2014,44,Loire-Atlantique,44130,Pont-Saint-Martin,Femmes,Total,155
T4_2014,44,Loire-Atlantique,44130,Pont-Saint-Martin,Total,50 ans et plus,60
T4_2014,44,Loire-Atlantique,44131,Pornic,Total,Total,1220
T4_2014,44,Loire-Atlantique,44131,Pornic,Femmes,Total,615
T4_2014,44,Loire-Atlantique,44131,Pornic,Total,Moins de 25 ans,205
T4_2014,44,Loire-Atlantique,44131,Pornic,Total,25 à 49 ans,680
T4_2014,44,Loire-Atlantique,44131,Pornic,Total,50 ans et plus,335
T4_2014,44,Loire-Atlantique,44132,Pornichet,Total,50 ans et plus,200
T4_2014,44,Loire-Atlantique,44133,Port-Saint-Père,Femmes,Total,115
T4_2014,44,Loire-Atlantique,44133,Port-Saint-Père,Total,Moins de 25 ans,50
T4_2014,44,Loire-Atlantique,44133,Port-Saint-Père,Total,25 à 49 ans,140
T4_2014,44,Loire-Atlantique,44133,Port-Saint-Père,Total,50 ans et plus,45
T4_2014,44,Loire-Atlantique,44134,Pouillé-les-Côteaux,Total,Moins de 25 ans,10
T4_2014,44,Loire-Atlantique,44135,Le Pouliguen,Total,50 ans et plus,100
T4_2014,44,Loire-Atlantique,44136,Préfailles,Total,Moins de 25 ans,15
T4_2014,44,Loire-Atlantique,44137,Prinquiau,Total,Total,225
T4_2014,44,Loire-Atlantique,44137,Prinquiau,Femmes,Total,125
T4_2014,44,Loire-Atlantique,44137,Prinquiau,Total,25 à 49 ans,145
T4_2014,44,Loire-Atlantique,44138,Puceul,Total,Total,65
T4_2014,44,Loire-Atlantique,44138,Puceul,Hommes,Total,25
T4_2014,44,Loire-Atlantique,44139,Quilly,Total,Total,105
T4_2014,44,Loire-Atlantique,44139,Quilly,Hommes,Total,45
T4_2014,44,Loire-Atlantique,44140,La Regrippière,Hommes,Total,50
T4_2014,44,Loire-Atlantique,44140,La Regrippière,Total,Moins de 25 ans,15
T4_2014,44,Loire-Atlantique,44141,La Remaudière,Total,Total,85
T4_2014,44,Loire-Atlantique,44141,La Remaudière,Total,Moins de 25 ans,15
T4_2014,44,Loire-Atlantique,44141,La Remaudière,Total,50 ans et plus,25
T4_2014,44,Loire-Atlantique,44142,Remouillé,Total,Total,125
T4_2014,44,Loire-Atlantique,44142,Remouillé,Total,50 ans et plus,20
T4_2014,44,Loire-Atlantique,44143,Rezé,Total,Total,3925
T4_2014,44,Loire-Atlantique,44143,Rezé,Hommes,Total,1900
T4_2014,44,Loire-Atlantique,44143,Rezé,Femmes,Total,2025
T4_2014,44,Loire-Atlantique,44144,Riaillé,Hommes,Total,70
T4_2014,44,Loire-Atlantique,44145,Rouans,Total,Total,180
T4_2014,44,Loire-Atlantique,44146,Rougé,Total,Total,160
T4_2014,44,Loire-Atlantique,44146,Rougé,Hommes,Total,75
T4_2014,44,Loire-Atlantique,44146,Rougé,Total,Moins de 25 ans,35
T4_2014,44,Loire-Atlantique,44146,Rougé,Total,25 à 49 ans,90
T4_2014,44,Loire-Atlantique,44148,Ruffigné,Total,Total,55
T4_2014,44,Loire-Atlantique,44148,Ruffigné,Hommes,Total,25
T4_2014,44,Loire-Atlantique,44148,Ruffigné,Femmes,Total,25
T4_2014,44,Loire-Atlantique,44148,Ruffigné,Total,Moins de 25 ans,5
T4_2014,44,Loire-Atlantique,44149,Saffré,Total,Moins de 25 ans,35
T4_2014,44,Loire-Atlantique,44149,Saffré,Total,25 à 49 ans,155
T4_2014,44,Loire-Atlantique,44150,Saint-Aignan-Grandlieu,Femmes,Total,135
T4_2014,44,Loire-Atlantique,44150,Saint-Aignan-Grandlieu,Total,25 à 49 ans,150
T4_2014,44,Loire-Atlantique,44152,Sainte-Anne-sur-Brivet,Femmes,Total,105
T4_2014,44,Loire-Atlantique,44152,Sainte-Anne-sur-Brivet,Total,Moins de 25 ans,25
T4_2014,44,Loire-Atlantique,44152,Sainte-Anne-sur-Brivet,Total,25 à 49 ans,130
T4_2014,44,Loire-Atlantique,44152,Sainte-Anne-sur-Brivet,Total,50 ans et plus,40
T4_2014,44,Loire-Atlantique,44153,Saint-Aubin-des-Châteaux,Total,50 ans et plus,30
T4_2014,44,Loire-Atlantique,44154,Saint-Brevin-les-Pins,Total,Moins de 25 ans,180
T4_2014,44,Loire-Atlantique,44154,Saint-Brevin-les-Pins,Total,50 ans et plus,265
T4_2014,44,Loire-Atlantique,44155,Saint-Colomban,Total,Total,205
T4_2014,44,Loire-Atlantique,44155,Saint-Colomban,Total,Moins de 25 ans,40
T4_2014,44,Loire-Atlantique,44155,Saint-Colomban,Total,25 à 49 ans,125
T4_2014,44,Loire-Atlantique,44155,Saint-Colomban,Total,50 ans et plus,40
T4_2014,44,Loire-Atlantique,44156,Corcoué-sur-Logne,Total,Total,220
T4_2014,44,Loire-Atlantique,44156,Corcoué-sur-Logne,Total,Moins de 25 ans,40
T4_2014,44,Loire-Atlantique,44156,Corcoué-sur-Logne,Total,50 ans et plus,50
T4_2014,44,Loire-Atlantique,44157,Saint-Étienne-de-Mer-Morte,Hommes,Total,60
T4_2014,44,Loire-Atlantique,44157,Saint-Étienne-de-Mer-Morte,Total,Moins de 25 ans,30
T4_2014,44,Loire-Atlantique,44157,Saint-Étienne-de-Mer-Morte,Total,25 à 49 ans,100
T4_2014,44,Loire-Atlantique,44158,Saint-Étienne-de-Montluc,Total,Moins de 25 ans,75
T4_2014,44,Loire-Atlantique,44159,Saint-Fiacre-sur-Maine,Total,25 à 49 ans,45
T4_2014,44,Loire-Atlantique,44161,Saint-Gildas-des-Bois,Hommes,Total,130
T4_2014,44,Loire-Atlantique,44161,Saint-Gildas-des-Bois,Total,Moins de 25 ans,70
T4_2014,44,Loire-Atlantique,44161,Saint-Gildas-des-Bois,Total,50 ans et plus,55
T4_2014,44,Loire-Atlantique,44162,Saint-Herblain,Hommes,Total,2230
T4_2014,44,Loire-Atlantique,44162,Saint-Herblain,Total,25 à 49 ans,2910
T4_2014,44,Loire-Atlantique,44163,Vair-sur-Loire,Total,25 à 49 ans,180
T4_2014,44,Loire-Atlantique,44163,Vair-sur-Loire,Total,50 ans et plus,55
T4_2014,44,Loire-Atlantique,44164,Saint-Hilaire-de-Chaléons,Hommes,Total,75
T4_2014,44,Loire-Atlantique,44165,Saint-Hilaire-de-Clisson,Total,Total,125
T4_2014,44,Loire-Atlantique,44165,Saint-Hilaire-de-Clisson,Hommes,Total,50
T4_2014,44,Loire-Atlantique,44165,Saint-Hilaire-de-Clisson,Total,Moins de 25 ans,15
T4_2014,44,Loire-Atlantique,44165,Saint-Hilaire-de-Clisson,Total,50 ans et plus,30
T4_2014,44,Loire-Atlantique,44166,Saint-Jean-de-Boiseau,Hommes,Total,170
